#{"t_start": 1741609060.644456, "env_id": "None"}
r,l,t
-330.984344,84,2.470565
-191.363584,95,3.133694
-11.042729,68,5.510676
-249.006899,70,6.352793
-307.285358,78,7.184001
26.482018,51,9.207161
-113.29718,65,10.010451
-203.414994,179,13.93575
3.332269,72,14.835484
-225.585345,114,18.385671
-241.306466,104,19.836066
-51.378342,77,23.024664
-183.167465,99,24.2304
-239.892511,69,26.783609
16.039163,98,27.976046
-31.785275,114,31.54666
-40.769931,64,32.276168
-79.351813,112,35.720211
-216.040179,120,37.256987
-43.987403,69,40.137421
-29.975805,79,41.059984
-282.219673,71,41.983088
0.0,200,49.527747
0.0,200,49.962248
0.0,200,50.413419
0.0,200,50.842757
0.0,200,51.274386
