#{"t_start": 1743080832.932738, "env_id": "None"}
r,l,t
-227.711844,66,2.200688
47.640038,69,2.649595
-2135.019626,72,3.139167
70.656631,75,3.558194
-2104.650949,139,4.411119
142.155486,112,5.010942
-284.857102,50,5.315213
-1860.505675,102,6.025201
-778.346017,74,6.573796
87.361688,61,7.043036
111.916295,51,7.386282
155.534752,86,7.992417
96.783606,60,8.340728
-1718.127546,48,8.755288
54.37447,40,9.03151
85.676819,44,9.33492
99.210804,32,9.539073
98.007618,68,9.960282
-886.682665,101,10.693762
141.548836,47,10.958002
159.313266,38,11.201728
138.357525,50,11.56933
149.28084,25,11.751151
69.181657,30,11.973971
101.060214,53,12.360811
44.66429,61,12.848816
92.819399,30,13.048323
-1647.280258,57,13.495029
116.300147,15,13.595943
157.813181,44,13.851303
-1.135928,42,14.153582
-1670.0711,40,14.4642
117.596056,64,14.934492
-1749.583618,98,15.738893
127.529069,30,15.983754
-237.882034,41,16.300618
135.925024,27,16.478304
-1808.072276,123,17.567394
-759.04566,53,18.07215
156.121588,42,18.400382
-214.014613,55,18.93569
134.494401,44,19.284614
131.57924,40,19.598689
152.972251,50,19.995503
-173.382881,30,20.238182
-1727.048244,47,20.670947
138.271363,40,20.917741
129.82709,40,21.171856
-1675.00998,57,21.540374
142.08254,24,21.701066
-1654.353544,47,22.032825
133.077916,39,22.243255
-1644.790527,47,22.566337
-779.014464,34,22.809857
35.299064,47,23.06101
-1828.237009,51,23.419046
109.274087,28,23.585243
-752.750624,58,23.984929
121.002538,43,24.263071
-1709.898069,73,24.777181
73.049757,23,24.916406
-1646.697482,59,25.420505
159.545725,25,25.602611
-1683.987886,46,25.952869
-209.953594,41,26.234929
-761.817148,58,26.672139
101.029588,27,26.845284
85.814256,61,27.254589
-1635.594301,44,27.573921
111.518132,32,27.76081
-1624.598617,50,28.090235
-1634.541518,63,28.524946
111.449513,46,28.844961
12.338268,37,29.129131
99.620659,31,29.401955
-157.602654,51,29.819026
18.583364,42,30.177458
-1621.656043,67,30.731224
-1680.603558,37,31.060155
-1695.647507,42,31.410462
-1835.285977,48,31.780051
4.90453,57,32.12927
31.716501,38,32.416717
-1719.87409,73,32.969227
-1668.160747,47,33.314338
61.779239,38,33.541854
146.65369,40,33.826613
138.702748,51,34.131036
-18.066563,70,34.612183
21.310157,68,35.118544
-245.12035,25,35.299938
-157.358464,45,35.601591
-1657.448344,75,36.093619
-1636.973789,47,36.41153
125.871907,18,36.533508
90.030691,63,36.967949
-1624.23614,62,39.834365
104.128265,64,40.214663
63.023935,36,40.448336
-1672.426861,56,40.866812
56.703206,24,41.058961
23.165553,32,41.304127
134.64704,35,41.569815
-123.520543,36,41.872743
-1624.799497,37,42.207011
-1696.657503,75,42.745889
-1677.361309,45,43.12903
-776.939435,47,43.553996
-350.845783,68,44.136651
144.911842,31,44.355307
126.474792,25,44.550184
-1659.605784,36,44.847416
105.958952,35,45.109039
-172.6981,44,45.502346
108.542302,45,45.881374
103.885712,38,46.171283
-1627.501299,42,46.474139
-1645.6272,37,46.785608
160.63453,46,47.139198
145.84237,32,47.426586
145.598348,25,47.603757
-1808.431639,44,48.024072
-762.792895,36,48.314977
-177.556466,46,48.649112
-1634.443138,38,49.012825
126.065831,35,49.28425
126.761129,26,49.481396
126.395752,29,49.692298
92.861988,30,49.889893
-234.626064,67,50.343789
125.507706,27,50.513159
117.586987,25,50.67593
131.020201,49,51.005597
-227.151583,45,51.3221
-1652.664079,53,51.715223
-1631.789527,42,51.994236
103.779943,50,52.295691
-1628.808429,37,52.571969
161.292254,22,52.719423
99.55707,26,52.878115
-799.923617,81,53.397241
-1634.051124,54,53.760701
-757.141322,29,53.977427
-1741.334056,42,54.287755
137.123037,38,54.534627
-783.59383,29,54.738894
157.837544,28,54.91266
10.803401,41,55.187359
-1624.604487,50,55.555058
140.052384,25,55.719556
-4.431262,34,55.946924
157.315072,23,56.107467
107.398755,34,56.339766
-78.316405,63,56.790069
-1642.88754,33,57.040523
-819.148046,35,57.3344
152.508539,26,57.51787
-1644.962623,55,57.992194
136.631471,24,58.191567
1.623724,76,58.814367
-1638.737157,36,59.095782
25.89182,33,59.363623
-9.476246,66,59.805645
113.43553,33,60.0223
-1725.29401,51,60.401016
45.531996,91,61.03133
109.334711,35,61.2627
140.146323,38,61.551034
-156.667145,41,61.877549
155.228061,28,62.091207
-1638.65421,47,62.56692
-166.654519,63,63.094968
132.899635,34,63.419611
-156.831033,34,63.754203
143.251343,24,63.993474
-846.971837,59,64.460294
124.077482,32,64.67105
117.335028,54,65.06284
101.463984,36,65.307758
125.288275,21,65.457468
145.361644,39,65.707142
128.254614,29,65.928266
-1693.771199,61,66.379184
-1703.302949,36,66.662141
-1632.107209,37,67.0073
163.88016,33,67.221515
120.195569,64,67.704722
77.281679,32,67.951101
-1637.480728,33,68.221115
-19.572395,26,68.447819
-826.422095,36,68.80604
145.789838,23,69.040177
152.274601,24,69.231425
-1775.309495,57,69.747364
-1636.328866,43,70.151568
85.792798,34,70.429326
-1641.690968,63,70.949336
94.21569,15,71.051876
-841.285353,35,71.323676
67.40457,29,71.558713
126.508487,43,71.871758
-204.803884,44,72.232477
114.020734,28,72.432587
167.001148,29,72.645306
-1734.871831,39,72.973356
129.284926,28,73.180807
161.520316,34,73.429762
101.017524,33,73.720304
-1620.449742,41,74.090236
60.41204,66,74.651693
-761.158684,35,74.921112
101.768307,28,75.112274
-1790.133671,93,75.836374
-157.637517,94,76.481853
128.879753,59,76.903798
79.327255,50,77.219391
133.067074,44,77.502299
-1792.446166,73,80.172181
-807.2941,44,80.494365
144.228896,23,80.65622
107.734187,34,80.909011
-84.133261,63,81.360144
25.862832,42,81.642023
140.183988,36,81.851292
113.357432,29,82.066037
-179.664587,58,82.458975
-155.121219,25,82.669983
145.20256,29,82.880366
132.335813,25,83.063247
-155.964808,29,83.294793
161.571444,58,83.696951
137.514798,39,83.987698
76.43472,9,84.062409
108.240367,41,84.419248
131.38057,28,84.689697
-1635.282589,70,85.41287
-1648.802343,28,85.68339
-1735.284101,45,86.079677
-830.914371,58,86.549666
-1632.882774,60,87.124467
-13.487392,58,87.588384
-160.858809,41,87.938174
-756.697346,39,88.22543
-1631.927978,43,88.555048
41.31194,49,88.875338
-1725.683231,48,89.249177
-1625.343421,51,89.653944
21.73685,37,89.959448
90.609174,39,90.301692
150.044998,28,90.565204
-258.0344,61,91.088917
66.667968,46,91.448526
-1627.247068,42,91.80593
23.553107,36,92.124714
107.448027,19,92.266689
27.99366,36,92.592058
87.503616,43,92.901754
104.533798,36,93.169707
98.447655,31,93.377778
160.646487,31,93.594788
-1653.431595,40,93.874357
106.134694,29,94.082909
111.707213,49,94.438176
-59.498758,42,94.743854
-1628.61175,44,95.067843
-1628.658539,48,95.430648
-1656.771539,29,95.649432
83.625006,29,95.863976
-246.012187,58,96.284554
-1707.19329,75,96.798794
-1656.691337,66,97.283587
66.602107,46,97.611711
-1683.093394,52,97.965236
135.015142,35,98.20296
-1689.315415,53,98.599447
-1638.156804,33,98.861957
-1670.197658,44,99.504065
100.3453,34,99.69305
4.621149,32,99.877451
-1649.681593,31,100.061244
50.444331,21,100.158906
