#{"t_start": 1741636326.581185, "env_id": "None"}
r,l,t
-864.096279,60,2.309704
-810.387509,68,2.980687
-135.468189,76,5.668184
-921.238066,89,6.809325
-833.283592,43,7.440317
-942.146842,59,8.115109
-828.609832,64,11.290139
-893.679729,67,12.240679
-909.248788,72,13.219946
-984.754607,49,16.324524
-763.36211,48,16.949401
-924.764393,58,17.701316
-883.275924,45,18.339428
-884.918836,40,21.189082
-860.695032,33,21.535316
-745.353691,55,22.162767
-1081.348749,42,22.773317
-782.746045,48,26.357902
-992.806619,51,27.044144
-1118.527575,42,27.7264
-903.969735,58,28.477344
-855.044398,52,31.617797
-1014.859851,48,32.302733
-1023.912382,50,32.891085
-907.090964,50,33.620476
-1103.47545,56,38.387114
-771.660378,55,39.229776
-1158.528096,58,40.385009
-965.033002,58,41.283279
-776.994307,50,45.245164
-877.997085,43,45.886727
-907.866425,51,46.541311
-1006.085939,45,47.185895
-765.384577,58,50.96207
-1055.513158,51,51.739431
-777.910959,68,52.507056
-800.491848,77,61.411346
-884.711734,48,62.012581
-879.901796,65,63.127517
-879.376644,56,63.88857
-795.817366,90,65.15379
