episode,total_reward,length,termination_reason,final_element_count,final_resource_usage,refine_count,coarsen_count,no_change_count,refine_pct,coarsen_pct,no_change_pct
1,-330.984344,84,Error: name 'pre_action_elements' is not defined,0,0,32,20,32,0.38095238095238093,0.23809523809523808,0.38095238095238093
2,-191.363584,95,Error: name 'pre_action_elements' is not defined,0,0,35,25,35,0.3684210526315789,0.2631578947368421,0.3684210526315789
3,-11.042729,68,Error: name 'pre_action_elements' is not defined,0,0,24,8,36,0.35294117647058826,0.11764705882352941,0.5294117647058824
4,-249.006899,70,Error: name 'pre_action_elements' is not defined,0,0,24,12,34,0.34285714285714286,0.17142857142857143,0.4857142857142857
5,-307.285358,78,Error: name 'pre_action_elements' is not defined,0,0,29,11,38,0.3717948717948718,0.14102564102564102,0.48717948717948717
6,26.482018,51,Error: name 'pre_action_elements' is not defined,0,0,23,5,23,0.45098039215686275,0.09803921568627451,0.45098039215686275
7,-113.29718,65,Error: name 'pre_action_elements' is not defined,0,0,27,5,33,0.4153846153846154,0.07692307692307693,0.5076923076923077
8,-203.414994,179,Error: name 'pre_action_elements' is not defined,0,0,31,23,125,0.17318435754189945,0.12849162011173185,0.6983240223463687
9,3.332269,72,Error: name 'pre_action_elements' is not defined,0,0,26,4,42,0.3611111111111111,0.05555555555555555,0.5833333333333334
10,-225.585345,114,Error: name 'pre_action_elements' is not defined,0,0,27,6,81,0.23684210526315788,0.05263157894736842,0.7105263157894737
11,-241.306466,104,Error: name 'pre_action_elements' is not defined,0,0,28,5,71,0.2692307692307692,0.04807692307692308,0.6826923076923077
12,-51.378342,77,Error: name 'pre_action_elements' is not defined,0,0,21,3,53,0.2727272727272727,0.03896103896103896,0.6883116883116883
13,-183.167465,99,Error: name 'pre_action_elements' is not defined,0,0,24,12,63,0.24242424242424243,0.12121212121212122,0.6363636363636364
14,-239.892511,69,Error: Mesh quality issues: Element size ratio too large: 128.00,0,0,17,1,51,0.2463768115942029,0.014492753623188406,0.7391304347826086
15,16.039163,98,Error: name 'pre_action_elements' is not defined,0,0,24,4,70,0.24489795918367346,0.04081632653061224,0.7142857142857143
16,-31.785275,114,Error: name 'pre_action_elements' is not defined,0,0,24,7,83,0.21052631578947367,0.06140350877192982,0.7280701754385965
17,-40.769931,64,Error: name 'pre_action_elements' is not defined,0,0,23,2,39,0.359375,0.03125,0.609375
18,-79.351813,112,Error: name 'pre_action_elements' is not defined,0,0,28,6,78,0.25,0.05357142857142857,0.6964285714285714
19,-216.040179,120,Error: name 'pre_action_elements' is not defined,0,0,27,11,82,0.225,0.09166666666666666,0.6833333333333333
