#{"t_start": 1741658426.085402, "env_id": "None"}
r,l,t
-842.872931,91,2.537771
-994.506305,50,2.969624
-998.439481,73,3.571735
-814.585065,61,4.077934
21.07908,33,4.368408
-1006.77117,50,4.832802
-1036.674621,39,5.250342
-1003.581932,40,5.72345
-771.910719,29,6.094215
-1036.298797,43,6.614051
-909.196772,45,7.20588
-1021.176996,55,8.051522
-1061.286614,31,8.515958
-1032.115485,75,9.521517
-993.3287,44,10.105646
-110.748031,40,10.609572
-906.87697,42,11.167797
-951.242114,44,11.754725
-829.683541,45,12.379168
-923.000086,46,12.878207
-970.058636,25,13.423349
-694.107027,23,13.716327
-1096.456871,31,14.058653
-844.853953,24,14.331402
-772.083868,28,14.683321
