#{"t_start": 1741292043.6751528, "env_id": "None"}
r,l,t
-695.932346,130,2.906422
-665.176768,125,3.90376
-606.598677,118,4.916546
-372.745298,117,6.487607
-608.300112,86,7.496603
-475.599625,70,8.242124
-547.18452,80,9.178048
-606.416509,63,9.949665
-574.245272,54,10.569764
-606.075324,57,11.276908
-477.086375,53,11.940755
-603.474084,57,12.715792
-639.376193,58,13.457349
-615.526344,50,14.178329
-501.905511,45,14.767174
-531.157056,44,15.313666
-494.175291,40,15.826903
-608.965024,45,16.367165
-659.415275,58,17.115233
-603.546723,56,17.708822
-599.88836,42,18.130673
-657.293967,34,18.530725
-603.851797,36,18.981965
-632.82925,44,19.537726
-517.612107,50,20.16798
-660.09261,42,20.648283
-544.800183,39,21.093983
-698.252923,46,21.704362
-634.448244,33,22.064322
-558.005181,45,22.595722
-416.759148,50,23.190403
-571.080367,53,23.783535
-662.401357,43,24.307357
-600.392509,39,24.750252
-547.905034,52,25.359637
-506.266548,48,25.947076
-445.222771,34,26.322085
-505.455948,44,26.776582
-651.892275,41,27.230831
-480.266572,39,27.630217
-684.139226,45,28.100237
-565.553781,44,28.576963
-527.962551,50,29.129363
-658.323703,33,29.504511
-468.231219,48,30.096888
-718.786525,38,30.60191
-629.939565,31,31.032989
-738.398994,47,31.731625
-443.956982,43,32.242456
-554.18157,43,32.726541
-711.778803,51,33.37887
-734.918185,37,33.811446
-588.452485,38,34.260532
-657.312452,40,34.748778
-482.468619,55,35.484983
-637.64366,43,35.993551
-731.480779,50,36.545454
-527.610962,50,37.241497
-496.821135,38,37.831897
-581.381992,32,38.227844
-634.234358,41,38.679558
-659.37773,41,39.115537
-444.280066,33,39.43672
-634.731422,36,39.816937
-516.717095,38,40.19448
-577.041935,47,40.763246
-714.672295,42,41.219996
-522.560375,45,41.793707
-715.238822,39,42.28998
-602.555227,27,42.587229
-603.134562,41,43.225381
-712.965267,28,43.611497
-521.656144,39,44.10632
-681.683482,44,44.604797
-602.347384,46,45.123429
-527.611742,37,45.524718
-606.463824,37,45.912618
-779.065095,36,46.34584
-502.04478,48,46.965343
-685.668139,40,47.499806
-677.008987,46,48.056023
-683.692015,44,48.688892
-605.565486,46,49.394597
-496.648448,36,49.841323
-598.869285,46,50.413028
-685.497589,46,50.888171
-470.304606,44,51.36904
-635.614802,43,51.840919
-557.326687,37,52.283965
-581.71297,41,52.768517
-716.287496,35,53.163209
-595.376654,40,53.658411
-588.182168,45,54.330012
-612.733136,36,54.835329
-569.729247,42,55.372359
-584.364409,40,55.924102
-586.439057,38,56.383597
-499.401242,42,56.887695
-707.511468,29,57.176299
