#{"t_start": 1740589867.9551098, "env_id": "None"}
r,l,t
1674.369404,60,1.742859
-143.492925,34,1.972545
1226.733739,47,2.299025
897.849741,38,2.552144
1486.760535,96,3.176304
239.952022,51,3.578914
1457.711909,57,3.891547
287.177833,14,3.960441
1116.455769,46,4.244249
552.988162,57,4.54983
898.137332,39,4.873887
1095.914876,43,5.090309
265.854566,50,5.44158
2008.848977,84,6.096598
548.981338,24,6.271276
711.204088,31,6.52279
1767.28681,67,6.958437
2824.518001,100,7.632514
615.636514,27,7.865944
2241.420796,86,8.498161
217.993689,45,8.792193
399.71729,19,8.920285
1061.565152,43,9.243574
1836.292022,69,9.73845
109.628638,43,10.085784
1899.897046,74,10.694251
766.676618,31,10.870883
1110.353206,45,11.196708
2506.89593,91,11.778863
562.852335,26,12.02171
1543.995118,97,12.836397
651.31197,27,13.028266
1443.382469,58,13.500516
1757.787212,66,13.955585
2595.98128,99,14.654314
2885.214427,100,15.150069
1216.763611,51,15.533149
388.124615,52,15.874937
2721.014609,100,16.531962
396.834657,18,16.61785
925.851915,38,16.852896
1336.069664,50,17.091006
816.460215,32,17.232418
939.394859,37,17.419274
1763.040956,71,17.973738
793.673006,32,18.153314
1038.876913,39,18.377791
580.861338,24,18.500252
2014.83998,75,18.998845
2775.269159,100,19.643534
1937.366427,80,20.26695
1219.665585,49,20.624343
2484.004098,100,21.537862
3011.621061,100,22.023078
1935.50259,78,22.689638
2909.104024,100,23.311499
2831.716551,100,23.890502
1985.142137,72,24.254975
2790.123188,100,24.946975
2996.039079,100,25.443826
1914.341684,70,25.877811
1503.982455,59,26.328089
2993.345453,100,26.809526
2859.327478,100,27.393874
2959.510307,100,27.866108
2835.576532,100,28.524879
2746.173521,100,29.396781
2961.518157,100,29.924759
2724.574429,100,30.673999
1628.507363,65,31.185329
2929.153936,100,31.788631
1603.974893,91,32.347779
1720.083659,65,32.792156
1733.981157,65,33.234018
2796.565165,100,33.947389
3066.688495,100,34.468286
2917.806437,100,35.126113
2913.904472,100,35.648905
2947.216333,100,36.135725
2919.91798,100,36.632651
2824.11409,100,37.196915
2842.621302,100,37.85922
3015.466284,100,38.337395
3014.841809,100,38.832382
2975.685972,100,39.399627
1142.263352,45,39.742887
2795.980871,100,40.568864
3016.725697,100,41.082806
2817.356602,100,41.789189
2095.364699,77,42.255261
2916.359563,100,42.762015
3030.868704,100,43.184544
3007.444571,100,43.624804
3032.658648,100,44.076482
3020.958213,100,44.577994
3008.083922,100,45.118518
3043.532932,100,45.666087
3062.539791,100,46.147017
3035.299204,100,46.587311
2967.630311,100,47.095128
2940.642882,100,47.631451
3058.117483,100,48.077256
2936.954659,100,48.646063
3066.422643,100,49.077183
3062.597614,100,49.544005
3074.308841,100,50.018628
2975.519388,100,50.537338
3016.80275,100,51.030749
3047.686105,100,51.575486
3028.763944,100,52.083106
2937.948731,100,52.653594
3040.411103,100,53.0772
2027.171125,72,53.432646
3015.984536,100,53.891867
3050.499825,100,54.273844
3050.606702,100,54.659601
2967.332391,100,55.131543
3027.591697,100,55.63121
3035.480811,100,56.125398
3066.214411,100,56.606486
3072.351484,100,57.076693
3052.833002,100,57.540803
3040.603537,100,58.034346
3051.030036,100,58.476397
3058.737555,100,58.970478
3077.220858,100,59.444351
3056.795617,100,59.898406
3045.593559,100,60.480135
3053.739855,100,60.927823
3073.030114,100,61.315783
3042.699585,100,61.749065
3068.100675,100,62.153305
3057.333639,100,62.661828
3060.7327,100,63.162067
2959.201659,100,63.70718
3063.996631,100,64.148203
3060.656575,100,64.635958
3039.11217,100,65.099261
2986.61733,100,65.635011
3014.414725,100,66.146909
3079.06367,100,66.579564
3025.752462,100,67.148487
3058.42408,100,67.685045
3066.895647,100,68.173277
3074.645462,100,68.658633
3052.653313,100,69.112859
3063.599942,100,69.551352
3073.102119,100,70.007723
3055.722374,100,70.442982
3054.99836,100,70.936503
3074.086876,100,71.348496
3051.997456,100,71.79206
2991.257035,100,72.361547
3077.763269,100,72.812376
3070.51064,100,73.202071
3068.491769,100,73.660707
3069.130662,100,74.082724
3077.494197,100,74.510524
3069.14567,100,74.932782
3060.677519,100,75.321147
3046.259006,100,75.748398
3075.50495,100,76.16294
3063.051568,100,76.596651
3073.582619,100,77.018822
3067.976751,100,77.494515
3071.565312,100,77.925477
3060.378284,100,78.380383
3072.742862,100,78.874143
3060.259874,100,79.315773
3073.590932,100,79.772542
3077.392315,100,80.23489
3031.751502,100,80.708761
3056.555864,100,81.208003
3071.878485,100,81.612217
3067.979572,100,81.999566
3067.963077,100,82.416002
3060.640043,100,82.795912
3060.426313,100,83.191727
3054.742236,100,83.645064
3067.961185,100,84.070822
3068.197811,100,84.506438
3081.674759,100,84.954966
3068.024175,100,85.393038
3071.507202,100,85.830927
3043.207835,100,86.26411
3068.181932,100,86.682963
3060.668533,100,87.064184
3066.9519,100,87.512588
3076.932078,100,87.881867
3079.897988,100,88.255527
3060.475625,100,88.695096
3072.685422,100,89.066845
3032.335402,100,89.481272
3080.840012,100,89.877204
3065.386842,100,90.271361
3070.275422,100,90.732957
3071.735164,100,91.220132
3016.051079,100,91.760051
3050.218616,100,92.222441
3066.966955,100,92.71797
3066.358916,100,93.15816
3069.838429,100,93.552217
3059.478699,100,93.999667
3077.557698,100,94.381512
3058.55527,100,94.775979
3072.821551,100,95.208501
3080.482083,100,95.658892
3082.689238,100,96.064009
3079.733196,100,96.521675
3079.151776,100,96.905172
3073.456415,100,97.362503
3077.609054,100,97.861009
3079.833021,100,98.309851
3073.639907,100,98.832874
3077.775825,100,99.3327
3074.300843,100,99.820936
3074.616798,100,100.295177
3079.037786,100,100.808427
3077.262501,100,101.233356
3072.981417,100,101.686961
3080.767043,100,102.094001
3076.610076,100,102.481586
3080.749402,100,102.90929
3078.439685,100,103.333463
3081.340825,100,103.762885
3079.246956,100,104.224859
3076.337827,100,104.662752
3074.631307,100,105.140638
3072.360873,100,105.606575
3020.817708,100,106.041739
