#{"t_start": 1740063159.358764, "env_id": "None"}
r,l,t
-100.0,1,1.435829
-100.0,1,1.444688
-100.0,1,1.452817
-100.0,1,1.460679
-100.0,1,1.467944
-100.0,1,1.536494
-100.0,1,1.541715
-100.0,1,1.547523
-100.0,1,1.552834
-100.0,1,1.558155
-100.0,1,1.567817
-100.0,1,1.573856
-100.0,1,1.579394
-100.0,1,1.585612
-100.0,1,1.591349
-100.0,1,1.599972
-100.0,1,1.607206
-100.0,1,1.613467
-100.0,1,1.619708
-100.0,1,1.626003
-100.0,1,1.634155
-100.0,1,1.639294
-100.0,1,1.645312
-100.0,1,1.651029
-100.0,1,1.656668
-100.0,1,1.664634
-100.0,1,1.66985
-100.0,1,1.675177
-100.0,1,1.680125
-100.0,1,1.685595
-100.0,1,1.693874
-100.0,1,1.699604
-100.0,1,1.704711
-100.0,1,1.710611
-100.0,1,1.716455
-100.0,1,1.72514
-100.0,1,1.730919
-100.0,1,1.73666
-100.0,1,1.742693
-100.0,1,1.748142
-100.0,1,1.756613
-100.0,1,1.761893
-100.0,1,1.766953
-100.0,1,1.772326
-100.0,1,1.778061
-100.0,1,1.785814
-100.0,1,1.790949
-100.0,1,1.796441
-100.0,1,1.801348
-100.0,1,1.807301
-100.0,1,1.814703
-100.0,1,1.819842
-100.0,1,1.826649
-100.0,1,1.832787
-100.0,1,1.838435
-100.0,1,1.846622
-100.0,1,1.852593
-100.0,1,1.85884
-100.0,1,1.864466
-100.0,1,1.870227
-100.0,1,1.878916
-100.0,1,1.884813
-100.0,1,1.891925
-100.0,1,1.897004
-100.0,1,1.902168
-100.0,1,1.910402
-100.0,1,1.915769
-100.0,1,1.921852
-100.0,1,1.950703
-100.0,1,1.958975
-100.0,1,1.967497
-100.0,1,1.972892
-100.0,1,1.978952
-100.0,1,1.984722
-100.0,1,1.990519
-100.0,1,1.999122
-100.0,1,2.005348
-100.0,1,2.01076
-100.0,1,2.016596
-100.0,1,2.022262
-100.0,1,2.03088
-100.0,1,2.035994
-100.0,1,2.041435
-100.0,1,2.046957
-100.0,1,2.052474
-100.0,1,2.060779
-100.0,1,2.065628
-100.0,1,2.071085
-100.0,1,2.078188
-100.0,1,2.085489
-100.0,1,2.093677
-100.0,1,2.105033
-100.0,1,2.111009
-100.0,1,2.11676
-100.0,1,2.122878
-100.0,1,2.131533
-100.0,1,2.137585
-100.0,1,2.143551
-100.0,1,2.149201
-100.0,1,2.154554
-100.0,1,2.163401
-100.0,1,2.168735
-100.0,1,2.175625
-100.0,1,2.180867
-100.0,1,2.186386
-100.0,1,2.194898
-100.0,1,2.200204
-100.0,1,2.205918
-100.0,1,2.211508
-100.0,1,2.217369
-100.0,1,2.226353
-100.0,1,2.232018
-100.0,1,2.237572
-100.0,1,2.243238
-100.0,1,2.248524
-100.0,1,2.255987
-100.0,1,2.261553
-100.0,1,2.267741
-100.0,1,2.275092
-100.0,1,2.281263
-100.0,1,2.288719
-100.0,1,2.293964
-100.0,1,2.299474
-100.0,1,2.304222
-100.0,1,2.309728
-100.0,1,2.317608
-100.0,1,2.322532
-100.0,1,2.328168
-100.0,1,2.332997
-100.0,1,2.337987
-100.0,1,2.345936
-100.0,1,2.350789
-100.0,1,2.355634
-100.0,1,2.3611
-100.0,1,2.366186
-100.0,1,2.37383
-100.0,1,2.379231
-100.0,1,2.384352
-100.0,1,2.389591
-100.0,1,2.394952
-100.0,1,2.402212
-100.0,1,2.407619
-100.0,1,2.412557
-100.0,1,2.417632
-100.0,1,2.423072
-100.0,1,2.430906
-100.0,1,2.436391
-100.0,1,2.442129
-100.0,1,2.44735
-100.0,1,2.452885
-100.0,1,2.461381
-100.0,1,2.466751
-100.0,1,2.471791
-100.0,1,2.477594
-100.0,1,2.482647
-100.0,1,2.491273
-100.0,1,2.496924
-100.0,1,2.502048
-100.0,1,2.507795
-100.0,1,2.512923
-100.0,1,2.520615
-100.0,1,2.526945
-100.0,1,2.532103
-100.0,1,2.537443
-100.0,1,2.542736
-100.0,1,2.550678
-100.0,1,2.556033
-100.0,1,2.56156
-100.0,1,2.566948
-100.0,1,2.572519
-100.0,1,2.580397
-100.0,1,2.585794
-100.0,1,2.591667
-100.0,1,2.596546
-100.0,1,2.602263
-100.0,1,2.610397
-100.0,1,2.615949
-100.0,1,2.620619
-100.0,1,2.626477
-100.0,1,2.631329
-100.0,1,2.639443
-100.0,1,2.645013
-100.0,1,2.650047
-100.0,1,2.655756
-100.0,1,2.66168
-100.0,1,2.669286
-100.0,1,2.675043
-100.0,1,2.680366
-100.0,1,2.685283
-100.0,1,2.69075
-100.0,1,2.699201
-100.0,1,2.704589
-100.0,1,2.710071
-100.0,1,2.715666
-100.0,1,2.720963
-100.0,1,2.729044
-100.0,1,2.734143
-100.0,1,2.739255
-100.0,1,2.744878
-100.0,1,2.75017
-100.0,1,2.757978
-100.0,1,2.76287
-100.0,1,2.76775
-100.0,1,2.772636
-100.0,1,2.77795
-100.0,1,2.7856
-100.0,1,2.79058
-100.0,1,2.795974
-100.0,1,2.80136
-100.0,1,2.806805
-100.0,1,2.814903
-100.0,1,2.82083
-100.0,1,2.827218
-100.0,1,2.832787
-100.0,1,2.83823
-100.0,1,2.846553
-100.0,1,2.851789
-100.0,1,2.857275
-100.0,1,2.862696
-100.0,1,2.868536
-100.0,1,2.878103
-100.0,1,2.883786
-100.0,1,2.908056
-100.0,1,2.917564
-100.0,1,2.923857
-100.0,1,2.932565
-100.0,1,2.94003
-100.0,1,2.946718
-100.0,1,2.952449
-100.0,1,2.958447
-100.0,1,2.966246
-100.0,1,2.971373
-100.0,1,2.976758
-100.0,1,2.981957
-100.0,1,2.987235
-100.0,1,2.995157
-100.0,1,3.000154
-100.0,1,3.005702
-100.0,1,3.011325
-100.0,1,3.017379
-100.0,1,3.025889
-100.0,1,3.031562
-100.0,1,3.036646
-100.0,1,3.04229
-100.0,1,3.047905
-100.0,1,3.056187
-100.0,1,3.062943
-100.0,1,3.068196
-100.0,1,3.074017
-100.0,1,3.080143
-100.0,1,3.088071
-100.0,1,3.093656
-100.0,1,3.09909
-100.0,1,3.104124
-100.0,1,3.110212
-100.0,1,3.118524
-100.0,1,3.124695
-100.0,1,3.131756
-100.0,1,3.138582
-100.0,1,3.14531
-100.0,1,3.15449
-100.0,1,3.162916
-100.0,1,3.169699
-100.0,1,3.176462
-100.0,1,3.18244
-100.0,1,3.190824
-100.0,1,3.197106
-100.0,1,3.202623
-100.0,1,3.208769
-100.0,1,3.214607
-100.0,1,3.222991
-100.0,1,3.229877
-100.0,1,3.235099
-100.0,1,3.240487
-100.0,1,3.245977
-100.0,1,3.254498
-100.0,1,3.261108
-100.0,1,3.266668
-100.0,1,3.272876
-100.0,1,3.281135
-100.0,1,3.292449
-100.0,1,3.297649
-100.0,1,3.303545
-100.0,1,3.309131
-100.0,1,3.314253
-100.0,1,3.32231
-100.0,1,3.328606
-100.0,1,3.334066
-100.0,1,3.339361
-100.0,1,3.345135
-100.0,1,3.352717
-100.0,1,3.358673
-100.0,1,3.363699
-100.0,1,3.368614
-100.0,1,3.373952
-100.0,1,3.381581
-100.0,1,3.386334
-100.0,1,3.391964
-100.0,1,3.396921
-100.0,1,3.402318
-100.0,1,3.410321
-100.0,1,3.41557
-100.0,1,3.420422
-100.0,1,3.425935
-100.0,1,3.431366
-100.0,1,3.43944
-100.0,1,3.44465
-100.0,1,3.449538
-100.0,1,3.454628
-100.0,1,3.460206
-100.0,1,3.46786
-100.0,1,3.472899
-100.0,1,3.47815
-100.0,1,3.483248
-100.0,1,3.488042
-100.0,1,3.496493
-100.0,1,3.501989
-100.0,1,3.507422
-100.0,1,3.512863
-100.0,1,3.518544
-100.0,1,3.526943
-100.0,1,3.5318
-100.0,1,3.536787
-100.0,1,3.542598
-100.0,1,3.548792
-100.0,1,3.557139
-100.0,1,3.562459
-100.0,1,3.567838
-100.0,1,3.572644
-100.0,1,3.57813
-100.0,1,3.585466
-100.0,1,3.590803
-100.0,1,3.596638
-100.0,1,3.601489
-100.0,1,3.606897
-100.0,1,3.614976
-100.0,1,3.62037
-100.0,1,3.625958
-100.0,1,3.630929
-100.0,1,3.636248
-100.0,1,3.645407
-100.0,1,3.650934
-100.0,1,3.656435
-100.0,1,3.663242
-100.0,1,3.668716
-100.0,1,3.678273
-100.0,1,3.685551
-100.0,1,3.694111
-100.0,1,3.701105
-100.0,1,3.714329
-100.0,1,3.723411
-100.0,1,3.729496
-100.0,1,3.734968
-100.0,1,3.742265
-100.0,1,3.748713
-100.0,1,3.758207
-100.0,1,3.763976
-100.0,1,3.769548
-100.0,1,3.776203
-100.0,1,3.78257
-100.0,1,3.792075
-100.0,1,3.799686
-100.0,1,3.806914
-100.0,1,3.815392
-100.0,1,3.82123
-100.0,1,3.831165
-100.0,1,3.838222
-100.0,1,3.844782
-100.0,1,3.851119
-100.0,1,3.857164
-100.0,1,3.865692
-100.0,1,3.87113
-100.0,1,3.876932
-100.0,1,3.882112
-100.0,1,3.887483
-100.0,1,3.896756
-100.0,1,3.902429
-100.0,1,3.90993
-100.0,1,3.915139
-100.0,1,3.920182
-100.0,1,3.929156
-100.0,1,3.935648
-100.0,1,3.942643
-100.0,1,3.949186
-100.0,1,3.954691
-100.0,1,3.986338
-100.0,1,3.992213
-100.0,1,3.998016
-100.0,1,4.003751
-100.0,1,4.012296
-100.0,1,4.023013
-100.0,1,4.031068
-100.0,1,4.03848
-100.0,1,4.047193
-100.0,1,4.053846
-100.0,1,4.064346
-100.0,1,4.070832
-100.0,1,4.077173
-100.0,1,4.083046
-100.0,1,4.088168
-100.0,1,4.096408
-100.0,1,4.101522
-100.0,1,4.107818
-100.0,1,4.113494
-100.0,1,4.118801
-100.0,1,4.12713
-100.0,1,4.132524
-100.0,1,4.137507
-100.0,1,4.143518
-100.0,1,4.149208
-100.0,1,4.158082
-100.0,1,4.163922
-100.0,1,4.169483
-100.0,1,4.17591
-100.0,1,4.181964
-100.0,1,4.192293
-100.0,1,4.19888
-100.0,1,4.204461
-100.0,1,4.210156
-100.0,1,4.216458
-100.0,1,4.225123
-100.0,1,4.230747
-100.0,1,4.236418
-100.0,1,4.24291
-100.0,1,4.248557
-100.0,1,4.258356
-100.0,1,4.264084
-100.0,1,4.27022
-100.0,1,4.276232
-100.0,1,4.281784
-100.0,1,4.290995
-100.0,1,4.297284
-100.0,1,4.302927
-100.0,1,4.309585
-100.0,1,4.316059
-100.0,1,4.325247
-100.0,1,4.33212
-100.0,1,4.341237
-100.0,1,4.348593
-100.0,1,4.355129
-100.0,1,4.366748
-100.0,1,4.372728
-100.0,1,4.379073
-100.0,1,4.385942
-100.0,1,4.392967
-100.0,1,4.401732
-100.0,1,4.408213
-100.0,1,4.414655
-100.0,1,4.420286
-100.0,1,4.426568
-100.0,1,4.43517
-100.0,1,4.44158
-100.0,1,4.447472
-100.0,1,4.452964
-100.0,1,4.460021
-100.0,1,4.470323
-100.0,1,4.478052
-100.0,1,4.485841
-100.0,1,4.493205
-100.0,1,4.500525
-100.0,1,4.512604
-100.0,1,4.51896
-100.0,1,4.524152
-100.0,1,4.530506
-100.0,1,4.538557
-100.0,1,4.549745
-100.0,1,4.557435
-100.0,1,4.564726
-100.0,1,4.570609
-100.0,1,4.579033
-100.0,1,4.589168
-100.0,1,4.59835
-100.0,1,4.604537
-100.0,1,4.610563
-100.0,1,4.616781
-100.0,1,4.625795
-100.0,1,4.631544
-100.0,1,4.636821
-100.0,1,4.643093
-100.0,1,4.649586
-100.0,1,4.66045
-100.0,1,4.66703
-100.0,1,4.672291
-100.0,1,4.677945
-100.0,1,4.684314
-100.0,1,4.694758
-100.0,1,4.701044
-100.0,1,4.706578
-100.0,1,4.71286
-100.0,1,4.718782
-100.0,1,4.729023
-100.0,1,4.734679
-100.0,1,4.740238
-100.0,1,4.746018
-100.0,1,4.752154
-100.0,1,4.761404
-100.0,1,4.767576
-100.0,1,4.773715
-100.0,1,4.78014
-100.0,1,4.785895
