#{"t_start": 1743103325.3911822, "env_id": "None"}
r,l,t
-1847.320992,44,1.467831
-3339.004619,57,1.889835
-3209.206382,69,2.252193
-1978.18543,95,2.856871
-3287.660713,81,3.476477
-3174.458507,89,3.997872
-3264.763111,73,4.582285
-2105.069847,134,5.842713
-1830.335165,140,7.088332
-2146.221881,96,7.943303
-3134.843095,44,8.330845
-1542.675174,56,8.815741
-2015.1073,107,9.809449
-2251.471486,236,11.705428
-1620.547319,100,12.615655
-3070.62016,78,13.312549
-1881.707578,71,13.85982
-1503.472662,97,14.726566
-2071.387122,88,15.518095
-1904.463801,45,15.860314
-3246.558637,81,16.485349
-3670.022076,158,18.086225
-3463.142933,155,19.512305
-3088.448919,109,20.335803
-1627.109487,82,21.061654
-1934.514539,70,21.631412
-3181.975821,75,22.235633
-1915.650401,68,22.780928
-3671.438782,201,24.663289
-3380.678883,110,25.79949
-3323.665369,109,26.95341
-1848.91979,221,29.101318
-2336.652026,247,30.981379
-861.318291,300,33.657656
-1079.090342,300,36.330238
-3339.49094,67,36.984437
-1952.219783,159,38.610605
-1728.459621,155,39.924818
-2213.444938,102,41.077704
-135.348754,97,41.913492
-145.756685,139,43.186904
-85.481715,200,48.309042
83.194322,41,48.664133
-57.058646,104,49.656485
45.349924,94,50.432567
13.59772,82,51.178796
36.081469,62,51.762198
-96.129033,152,53.181258
-102.398427,84,53.946797
-157.536092,80,54.743242
-19.589274,42,55.145493
-57.661917,76,55.859802
-1830.337824,73,56.682417
52.453274,45,57.099453
-232.177591,59,57.700071
82.969033,32,58.038555
36.043897,73,58.790568
-490.554091,55,59.402657
-18.992448,66,60.054246
35.31378,47,60.509468
12.199344,22,60.737315
32.783762,33,61.083085
-411.890312,83,62.019302
-2112.965746,44,62.545616
-497.73715,32,62.935609
38.969002,48,63.462121
-373.391657,50,64.043127
16.386792,87,64.887162
-2050.022555,86,65.801549
97.609884,33,66.115959
71.515057,44,66.516963
52.818017,32,66.796007
-214.773294,62,67.472869
-16.704225,35,67.860637
14.180991,33,68.245676
71.12155,18,68.434528
54.370954,28,68.700834
31.933867,39,69.13966
35.704604,31,69.427197
-2069.877127,90,70.523577
81.61371,17,70.703326
42.801442,65,71.438513
-2165.598411,53,72.106505
81.614921,24,72.331395
59.58101,38,72.704936
24.012916,27,72.946148
-106.351934,38,73.38006
-933.714445,62,74.063095
39.246595,38,74.416579
10.521098,38,74.823442
-2109.832041,40,75.311177
-100.436172,50,75.824077
85.154556,21,76.049068
83.78534,26,76.319999
-888.75557,34,76.752725
-467.423793,33,77.157767
114.845449,39,77.562814
84.849172,23,77.778361
41.260684,18,77.930627
39.377897,13,78.042463
-85.411951,38,78.477319
-51.792153,47,78.939434
-104.921121,45,79.472849
-182.073632,49,80.082091
52.818014,32,80.414927
114.227403,33,80.741024
12.548109,46,81.215713
