episode,total_reward,length,termination_reason,final_element_count,final_resource_usage,refine_count,coarsen_count,no_change_count,refine_pct,coarsen_pct,no_change_pct,refinement_mode,refinement_level,refinement_probability,initial_elements,initial_resource_usage,element_growth_ratio
30,-1147.1099954276579,141,Budget exceeded (pre-action),0,0,26,41,74,0.18439716312056736,0.2907801418439716,0.524822695035461,,,,,,
31,-1983.698582954239,93,Budget exceeded (pre-action),0,0,24,24,45,0.25806451612903225,0.25806451612903225,0.4838709677419355,,,,,,
32,-1301.5801725070924,83,Budget exceeded (pre-action),0,0,30,25,28,0.3614457831325301,0.30120481927710846,0.3373493975903614,,,,,,
33,-1851.3042104244232,53,Budget exceeded (pre-action),0,0,21,14,18,0.39622641509433965,0.2641509433962264,0.33962264150943394,,,,,,
34,-1938.6123777420726,31,Budget exceeded (post-adapt),0,0,14,5,12,0.45161290322580644,0.16129032258064516,0.3870967741935484,,,,,,
35,-2011.898150920868,60,Budget exceeded (pre-action),0,0,18,16,26,0.3,0.26666666666666666,0.43333333333333335,,,,,,
36,-1620.375477936216,112,Budget exceeded (post-adapt),0,0,23,32,57,0.20535714285714285,0.2857142857142857,0.5089285714285714,,,,,,
37,-1857.6935076117516,42,Budget exceeded (post-adapt),0,0,17,3,22,0.40476190476190477,0.07142857142857142,0.5238095238095238,,,,,,
38,-1531.0498906082867,120,Budget exceeded (pre-action),0,0,26,38,56,0.21666666666666667,0.31666666666666665,0.4666666666666667,,,,,,
39,-1335.192839026451,44,Budget exceeded (pre-action),0,0,16,9,19,0.36363636363636365,0.20454545454545456,0.4318181818181818,,,,,,
40,-1224.0646531581879,28,Budget exceeded (pre-action),0,0,12,3,13,0.42857142857142855,0.10714285714285714,0.4642857142857143,,,,,,
41,-1845.0339212417603,52,Budget exceeded (pre-action),0,0,14,12,26,0.2692307692307692,0.23076923076923078,0.5,,,,,,
42,-1386.2103344963398,125,Budget exceeded (pre-action),0,0,31,34,60,0.248,0.272,0.48,,,,,,
43,-1226.5966240286289,45,Budget exceeded (pre-action),0,0,14,7,24,0.3111111111111111,0.15555555555555556,0.5333333333333333,,,,,,
44,-1335.1090341323215,73,Budget exceeded (post-adapt),0,0,19,18,36,0.2602739726027397,0.2465753424657534,0.4931506849315068,,,,,,
45,-1927.1532050669193,98,Budget exceeded (post-adapt),0,0,26,28,44,0.2653061224489796,0.2857142857142857,0.4489795918367347,,,,,,
46,-1066.5546028325134,46,Budget exceeded (pre-action),0,0,15,8,23,0.32608695652173914,0.17391304347826086,0.5,,,,,,
47,-1420.6544657531995,108,Budget exceeded (pre-action),0,0,21,27,60,0.19444444444444445,0.25,0.5555555555555556,,,,,,
48,-1949.3321758301463,30,Budget exceeded (post-adapt),0,0,11,4,15,0.36666666666666664,0.13333333333333333,0.5,,,,,,
49,-1277.190226371633,61,Budget exceeded (pre-action),0,0,17,13,31,0.2786885245901639,0.21311475409836064,0.5081967213114754,,,,,,
50,-1260.5051361359438,40,Budget exceeded (pre-action),0,0,15,12,13,0.375,0.3,0.325,,,,,,
51,-2156.5453840428963,146,Budget exceeded (post-adapt),0,0,23,28,95,0.15753424657534246,0.1917808219178082,0.6506849315068494,,,,,,
52,-1119.8633913993835,70,Budget exceeded (pre-action),0,0,14,13,43,0.2,0.18571428571428572,0.6142857142857143,,,,,,
53,-2005.8270358592272,36,Budget exceeded (post-adapt),0,0,11,7,18,0.3055555555555556,0.19444444444444445,0.5,,,,,,
54,-1354.976801974728,73,Budget exceeded (pre-action),0,0,16,22,35,0.2191780821917808,0.3013698630136986,0.4794520547945205,,,,,,
55,-984.9787829298451,63,Budget exceeded (post-adapt),0,0,16,14,33,0.25396825396825395,0.2222222222222222,0.5238095238095238,,,,,,
56,-1203.5693849287927,27,Budget exceeded (pre-action),0,0,14,3,10,0.5185185185185185,0.1111111111111111,0.37037037037037035,,,,,,
57,-1222.3029784054856,46,Budget exceeded (post-adapt),0,0,16,11,19,0.34782608695652173,0.2391304347826087,0.41304347826086957,,,,,,
58,-1093.844081401825,39,Budget exceeded (pre-action),0,0,16,6,17,0.41025641025641024,0.15384615384615385,0.4358974358974359,,,,,,
59,-1871.9757696315646,58,Budget exceeded (pre-action),0,0,15,8,35,0.25862068965517243,0.13793103448275862,0.603448275862069,,,,,,
60,-1239.5830917785015,98,Budget exceeded (pre-action),0,0,20,16,62,0.20408163265306123,0.16326530612244897,0.6326530612244898,,,,,,
61,-1346.3039134564606,99,Budget exceeded (pre-action),0,0,18,18,63,0.18181818181818182,0.18181818181818182,0.6363636363636364,,,,,,
62,-984.7234495137818,54,Budget exceeded (pre-action),0,0,20,11,23,0.37037037037037035,0.2037037037037037,0.42592592592592593,,,,,,
63,-1231.079920762917,43,Budget exceeded (pre-action),0,0,15,9,19,0.3488372093023256,0.20930232558139536,0.4418604651162791,,,,,,
64,-1901.8077762126923,41,Budget exceeded (post-adapt),0,0,14,3,24,0.34146341463414637,0.07317073170731707,0.5853658536585366,,,,,,
65,-2021.719817518825,86,Budget exceeded (post-adapt),0,0,16,18,52,0.18604651162790697,0.20930232558139536,0.6046511627906976,,,,,,
66,-1338.318955898285,97,Budget exceeded (pre-action),0,0,23,15,59,0.23711340206185566,0.15463917525773196,0.6082474226804123,,,,,,
67,-1911.841397440061,76,Budget exceeded (pre-action),0,0,17,8,51,0.2236842105263158,0.10526315789473684,0.6710526315789473,,,,,,
68,-1058.8024463653564,56,Budget exceeded (pre-action),0,0,15,4,37,0.26785714285714285,0.07142857142857142,0.6607142857142857,,,,,,
69,-1076.7780156731606,47,Budget exceeded (post-adapt),0,0,16,7,24,0.3404255319148936,0.14893617021276595,0.5106382978723404,,,,,,
70,-1068.729378029704,61,Budget exceeded (pre-action),0,0,14,3,44,0.22950819672131148,0.04918032786885246,0.7213114754098361,,,,,,
71,-1099.6974507570267,26,Budget exceeded (pre-action),0,0,10,3,13,0.38461538461538464,0.11538461538461539,0.5,,,,,,
72,-1289.044914662838,52,Budget exceeded (post-adapt),0,0,11,5,36,0.21153846153846154,0.09615384615384616,0.6923076923076923,,,,,,
73,-1821.2147701978683,75,Budget exceeded (pre-action),0,0,18,8,49,0.24,0.10666666666666667,0.6533333333333333,,,,,,
74,-927.7596831321716,49,Budget exceeded (post-adapt),0,0,16,7,26,0.32653061224489793,0.14285714285714285,0.5306122448979592,,,,,,
75,-1859.0298626605509,88,Budget exceeded (pre-action),0,0,17,8,63,0.19318181818181818,0.09090909090909091,0.7159090909090909,,,,,,
76,-1906.397554683499,54,Budget exceeded (pre-action),0,0,14,6,34,0.25925925925925924,0.1111111111111111,0.6296296296296297,,,,,,
77,-1218.6352450381964,45,Budget exceeded (pre-action),0,0,16,2,27,0.35555555555555557,0.044444444444444446,0.6,,,,,,
