#{"t_start": 1742872780.4371798, "env_id": "None"}
r,l,t
-1395.570454,81,1.94876
-2032.068378,52,2.282807
-1262.694202,78,2.710193
-1145.142979,48,2.9941
-2032.329112,32,3.208448
-1908.752633,33,3.401244
-1955.932777,45,3.705823
-1481.024102,44,3.969042
-2104.371044,31,4.216957
-1922.789104,34,4.498301
-2021.767391,62,4.942613
-2032.233838,37,5.172658
-1050.758411,22,5.347579
-1876.416705,50,5.710921
-1932.024596,33,5.957658
-1080.376012,51,6.344666
-1829.277054,46,6.718124
-2014.430939,75,7.333644
-1982.137342,43,7.676375
-1964.541878,55,8.166763
-1883.078594,73,8.807064
-1907.494057,56,9.289853
-2048.519755,62,9.659022
-1941.854212,120,10.399986
-957.761446,74,10.900227
-1962.69911,62,11.432979
-1242.747362,40,11.746864
-1923.81738,76,12.440085
-1958.151318,70,13.037702
-1310.815569,77,13.644577
-1984.453922,73,14.274345
-1920.242518,61,14.776617
-1000.439816,32,14.985281
-1468.134557,136,15.838975
-1257.080711,45,16.162664
-1370.828047,72,16.626876
-1973.120005,80,17.213744
-1864.592232,56,17.714872
-1374.982014,67,18.28933
-2072.676018,77,18.965291
-2049.216232,46,19.386776
-1960.884337,43,19.731571
-1229.125189,55,20.217828
-1077.946448,48,20.695956
-1936.790684,58,21.209356
-1318.006253,30,21.435469
-1922.055452,59,21.96731
-1198.604688,29,22.200957
-1364.308565,102,23.135974
-1230.0467,68,23.805144
-1369.311842,91,24.62816
-1287.325416,82,25.333874
-1331.542085,72,26.045124
-1071.481176,63,26.655396
-929.135013,45,27.010172
-1958.729127,29,27.300708
-1110.289271,38,27.624164
-1051.218743,51,28.106675
-1288.747126,32,28.449559
-1906.149929,47,28.817383
-1909.1647,51,29.255918
-1478.089834,107,30.17507
-1018.212159,59,30.727654
-1990.285027,44,31.146583
-1887.180672,61,31.794934
-1910.811931,62,32.416357
-1836.105904,69,33.091642
-1906.653149,93,33.973716
-1480.230379,179,35.41483
-1972.589821,66,35.972606
-1096.900934,132,37.192639
-204.37933,200,39.118948
-322.013116,200,40.716427
-1912.888489,98,41.511153
-1888.346498,116,42.64963
-834.838744,67,46.18036
-2041.228234,110,47.068497
-1257.008275,120,48.18851
-962.082174,60,48.738678
-1916.639179,51,49.128755
-998.744198,60,49.622742
-1234.586977,88,50.426414
-1881.785984,72,51.17435
-1030.137604,37,51.489909
-2059.505432,118,52.399476
-1287.167782,37,52.751553
-233.93426,50,53.246962
-814.024483,56,53.735878
-1905.813431,83,54.408314
-2042.153468,122,55.68065
-884.547591,90,56.420434
-1568.579511,146,57.762928
-1896.609071,195,59.436428
-1044.075827,77,60.019153
-1351.258109,79,60.748643
-1217.803686,150,61.914708
-1344.394037,135,63.0697
-876.707147,108,63.751758
-1883.067035,113,64.756336
-1962.59585,134,66.00457
83.040693,54,66.48039
-1912.729748,29,66.784291
-21.254932,55,67.273196
109.07328,93,68.022084
-349.128035,96,68.842931
190.502648,95,69.559824
-480.3227,123,70.575157
-1.6875,55,71.038021
7.167504,75,71.621994
161.076179,55,72.018365
92.517374,27,72.22865
-334.901627,49,72.662588
-73.679684,94,73.628262
-1309.560054,64,74.190552
-16.410941,82,74.87671
50.669705,32,75.135652
104.61458,55,75.533972
-234.983707,85,76.20543
-269.598482,79,76.907264
56.791117,77,77.735156
78.756413,26,77.913985
97.154665,39,78.249917
113.250702,44,78.736592
106.064345,88,79.478041
-907.136464,71,80.202514
-156.893145,51,80.636005
64.522852,54,81.107941
102.953728,46,81.487339
-119.538929,86,82.180646
60.430762,77,82.783098
44.754757,102,83.676956
-1291.144114,68,84.230077
159.788955,48,84.573765
0.274554,45,84.967712
117.660431,40,85.286495
78.600839,67,85.758281
135.60542,37,86.043462
78.852197,56,86.485334
104.679186,24,86.619025
113.924176,54,86.966894
153.335539,75,87.492824
-66.188226,49,87.854705
-78.986371,90,90.868031
9.59811,22,91.059699
111.481112,37,91.367932
45.433684,77,92.066563
-53.411722,37,92.38672
82.517883,46,92.787086
19.824176,83,93.572717
112.137121,28,93.809939
141.391463,32,94.075533
125.144831,52,94.487712
51.299369,46,94.893599
-367.354054,60,95.373629
25.870127,32,95.673416
-106.157162,66,96.337324
-873.007475,46,96.743722
167.803813,47,97.102627
-97.016368,46,97.518513
73.506451,57,97.910395
-127.513375,66,98.543684
146.599772,38,98.841833
9.251812,46,99.260447
55.806626,36,99.525354
56.895955,23,99.703895
160.409192,44,100.023659
109.407894,33,100.268006
137.166422,28,100.459368
-19.388404,59,100.901059
135.716419,49,101.265041
57.979531,49,101.624493
64.219978,49,101.98941
-920.848094,50,102.346694
156.644996,58,102.740303
156.603467,31,102.945087
125.421221,27,103.157898
-1041.815514,43,103.4699
-1958.727339,31,103.750653
131.823665,41,104.070338
107.630586,37,104.353674
-1907.0607,83,105.085594
-893.413056,28,105.352022
-80.498512,60,105.914015
97.864922,53,106.28837
148.199079,25,106.448037
-234.819097,64,106.941085
104.680397,20,107.060785
95.71433,47,107.360479
113.601428,33,107.586402
135.54265,34,107.821089
122.137367,30,108.018555
125.302081,24,108.194641
-998.357075,36,108.467591
50.768703,63,108.99875
-331.70203,69,109.574541
56.745354,40,109.886898
104.053529,26,110.066925
85.078262,50,110.547079
42.817562,44,110.947055
121.80448,41,111.226012
-342.327574,63,111.704113
59.076646,42,112.028514
143.49004,26,112.199987
112.646417,46,112.5215
81.421887,56,112.904175
125.40753,31,113.126248
-23.538669,36,113.403198
172.105159,27,113.571932
125.691932,33,113.808078
-100.856155,55,114.225514
154.880417,50,114.552642
-27.355023,34,114.844428
146.245682,34,115.11787
68.471436,44,115.440895
125.577642,33,115.701823
-25.726693,47,116.082315
165.370102,63,116.558003
70.443554,18,116.686212
-102.812027,48,117.031451
95.945215,38,117.302111
184.313157,49,117.653987
-234.545025,55,118.08328
3.696501,54,118.537898
169.749352,50,118.883865
93.981622,60,119.32837
-103.034276,43,119.666961
84.52404,29,119.909289
5.26566,67,120.462506
150.159904,50,120.871977
90.199733,43,121.26796
122.123,29,121.450843
83.592451,30,121.677567
4.021017,54,122.094208
171.833684,33,122.296944
