#{"t_start": 1743708073.417321, "env_id": "None"}
r,l,t
-876.233774,61,2.190877
-1160.03868,98,2.792009
-1235.837729,44,3.098809
-1168.700707,47,3.384086
-1813.59892,42,3.67388
-1708.956119,55,4.001526
-1796.794907,67,4.487317
-1322.393058,44,4.937854
-1657.974353,75,5.582322
-1186.339657,73,6.187988
-912.110008,41,6.595906
-1801.207248,42,6.984532
-929.580515,31,7.230465
-1454.015923,80,7.9097
-1904.079321,34,8.213048
-838.765042,30,8.51923
-1837.307492,31,8.787906
-1728.532982,66,9.284192
-1747.699057,56,12.369421
-1072.686706,50,12.796109
-1857.255807,42,13.117472
-1665.649173,74,13.794024
-937.640951,52,14.294823
-1511.762916,78,15.008233
-1836.356939,54,15.493898
-1943.973506,37,15.823548
-1588.938839,96,16.5557
-1707.656267,44,16.905669
-1834.947654,53,17.306615
-1745.44231,51,17.668932
-1714.50531,47,18.163803
-1739.446623,49,18.591862
-1266.231975,24,18.780827
-1035.274554,58,19.288059
-1301.644682,84,20.175257
-1136.810793,53,20.540438
-1535.193418,48,23.27592
-1561.607439,92,24.164404
-1862.376501,32,24.562074
-1936.941592,35,24.888053
-1603.93173,97,25.763028
-598.873984,139,26.987269
-924.595642,87,27.849005
84.10926,57,28.457827
-283.062941,78,29.198605
-826.314034,36,29.556964
-1167.326918,78,30.140864
-1302.177848,68,30.8243
-1202.280436,76,31.502207
-1048.89092,59,31.994802
-185.45954,137,36.262875
-1548.613043,112,37.348632
-1772.955668,55,38.013706
-1707.203596,90,39.009863
-1425.008499,77,39.983614
-1733.160475,49,40.555018
-1600.217214,124,41.867757
-1507.898689,98,43.017431
-824.469268,80,43.925837
-1190.880925,68,44.70512
-1806.405539,42,45.227702
-1741.589866,39,45.646911
-1839.074706,53,46.139566
-412.769689,73,49.583193
-1521.616851,41,49.989221
-932.784984,28,50.237258
-1893.130154,28,50.566313
-747.958007,89,51.468885
-1813.363756,40,51.842643
471.117973,87,52.868933
203.567931,97,53.795752
-28.503558,185,55.5916
-1864.498944,44,56.043181
-1145.142827,100,56.990918
-882.896175,135,58.246459
-1338.065982,133,62.904626
-857.230397,75,63.961377
-66.685433,182,66.576565
-670.896456,138,68.495812
1201.986895,300,73.165725
1674.646511,300,82.143432
-871.084609,86,83.430678
-806.611183,48,84.067106
-944.097619,122,85.876712
-1692.197652,67,86.899442
-570.680855,60,87.825329
-1736.584085,131,89.637514
-1103.124355,82,90.721601
-975.5647,108,92.312187
-1629.277446,243,95.545144
-1156.388128,151,101.296695
-1483.330364,110,102.919357
-118.30637,72,103.883357
120.701725,133,105.776094
538.210971,300,109.463743
524.542144,300,116.219672
-1259.180461,248,118.708986
1009.455977,300,122.264774
1078.322862,300,125.845518
953.001716,300,131.445521
-824.010079,49,131.868795
-919.723807,113,132.876611
1041.906393,300,135.790851
873.046754,300,139.08914
395.861239,300,150.150853
-48.931801,300,152.008909
202.700503,300,153.825285
199.155036,300,155.694625
-22.671186,300,157.401951
