#{"t_start": 1740061919.614033, "env_id": "None"}
r,l,t
-100.0,1,0.911288
-100.0,1,0.922164
-100.0,1,0.927991
-100.0,1,0.93422
-100.0,1,0.940401
-100.0,1,0.982598
-100.0,1,0.990145
-100.0,1,0.99953
-100.0,1,1.027871
-100.0,1,1.045381
-100.0,1,1.055641
-100.0,1,1.061873
-100.0,1,1.067976
-100.0,1,1.074224
-100.0,1,1.080896
-100.0,1,1.092858
-100.0,1,1.099654
-100.0,1,1.108712
-100.0,1,1.117739
-100.0,1,1.126083
-100.0,1,1.136471
-100.0,1,1.14301
-100.0,1,1.150144
-100.0,1,1.157216
-100.0,1,1.1648
-100.0,1,1.175396
-100.0,1,1.181481
-100.0,1,1.208688
-100.0,1,1.218236
-100.0,1,1.224829
-100.0,1,1.232792
-100.0,1,1.239335
-100.0,1,1.244749
-100.0,1,1.250867
-100.0,1,1.256639
-100.0,1,1.264418
-100.0,1,1.269805
-100.0,1,1.275093
-100.0,1,1.279942
-100.0,1,1.285575
-100.0,1,1.294262
-100.0,1,1.299691
-100.0,1,1.3053
-100.0,1,1.310119
-100.0,1,1.315407
-100.0,1,1.324835
-100.0,1,1.33098
-100.0,1,1.337174
-100.0,1,1.343161
-100.0,1,1.348696
-100.0,1,1.357661
-100.0,1,1.362514
-100.0,1,1.367767
-100.0,1,1.37347
-100.0,1,1.37851
-100.0,1,1.387272
-100.0,1,1.393365
-100.0,1,1.399638
-100.0,1,1.405894
-100.0,1,1.411896
-100.0,1,1.422946
-100.0,1,1.429714
-100.0,1,1.435783
-100.0,1,1.442124
-100.0,1,1.447819
-100.0,1,1.459699
-100.0,1,1.465679
-100.0,1,1.471994
-100.0,1,1.477024
-100.0,1,1.482046
-100.0,1,1.491598
-100.0,1,1.497084
-100.0,1,1.502175
-100.0,1,1.507912
-100.0,1,1.513138
-100.0,1,1.521069
-100.0,1,1.526425
-100.0,1,1.531989
-100.0,1,1.537795
-100.0,1,1.543036
-100.0,1,1.551019
-100.0,1,1.556713
-100.0,1,1.561919
-100.0,1,1.566678
-100.0,1,1.574076
-100.0,1,1.583922
-100.0,1,1.591284
-100.0,1,1.598829
-100.0,1,1.605832
-100.0,1,1.612013
-100.0,1,1.62207
-100.0,1,1.628485
-100.0,1,1.635844
-100.0,1,1.643536
-100.0,1,1.650367
-100.0,1,1.660212
-100.0,1,1.667871
-100.0,1,1.674587
-100.0,1,1.680862
-100.0,1,1.688127
-100.0,1,1.697219
-100.0,1,1.703288
-100.0,1,1.71126
-100.0,1,1.716968
-100.0,1,1.722194
-100.0,1,1.729493
-100.0,1,1.734853
-100.0,1,1.741121
-100.0,1,1.746636
-100.0,1,1.751985
-100.0,1,1.760096
-100.0,1,1.765215
-100.0,1,1.771053
