#{"t_start": 1743344749.707561, "env_id": "None"}
r,l,t
-2052.566383,62,2.229598
-1265.025872,51,2.5203
-1883.969698,29,2.713256
-2203.988995,66,3.089605
-1931.285767,46,3.344235
-2008.834889,71,3.795532
-1974.360657,31,4.034801
-1889.800628,57,4.453709
-1870.508247,55,4.851675
-2062.353395,43,5.172688
-2004.243583,39,5.472444
-1905.349395,37,5.852462
-2002.02918,29,6.15855
-1343.406139,59,6.560625
-2054.637281,90,7.303124
-1351.076923,42,7.652496
-2045.321529,46,8.040525
-1388.09685,48,8.447001
-1985.203457,40,8.776025
-1929.3927,60,9.259982
-1341.617177,70,9.839756
-1936.317319,50,10.251456
-1854.811364,48,10.686464
-1923.794522,58,11.237
-1342.442699,54,11.759298
-2064.23842,24,11.962493
-1900.638479,29,12.206785
-1366.254752,39,12.53114
-1821.529394,30,12.782559
-2023.629126,29,13.031968
-1196.879448,51,13.415229
-1978.209844,37,13.720268
-1748.397472,46,14.115526
-2006.232316,59,14.708214
-2010.81026,53,15.124049
-1782.778032,30,15.409623
-1887.12655,45,15.794277
-1832.965951,40,16.110239
-1054.811873,28,16.362894
-1807.232007,29,16.589964
-1851.877739,49,17.041397
-1242.485822,52,17.555004
-1210.27243,34,17.850104
-1896.4053,73,18.390837
-1180.009518,24,18.597808
-1832.962507,19,18.786658
-1257.679669,36,19.095378
-2006.892515,44,19.522017
-1972.560292,29,19.80578
-1945.865253,51,20.280424
-1091.786953,39,20.614833
-1892.798032,34,20.891175
-2067.48646,49,21.245224
-1298.257958,32,21.497851
-2055.409945,50,21.839326
-1257.929602,41,22.171504
-1114.123081,38,22.493452
-2018.370262,22,22.682267
-1186.447716,28,22.876492
-1861.215121,41,23.137478
-1931.949285,43,23.438774
-1395.937077,26,23.657548
-1270.012284,42,24.034344
-1294.173755,33,24.309269
-1906.790976,46,24.698468
-1980.856368,69,25.387248
-1909.100579,43,25.866326
-1968.33712,58,26.445423
-1257.635854,28,26.704264
-2043.394242,88,27.543503
-2004.819001,83,28.178743
-1924.282172,28,28.450668
-1351.22321,62,29.017659
-1942.528754,32,29.279623
-1395.165575,49,29.725921
-1936.997104,15,29.849811
-1246.285403,67,30.359323
-1945.921405,51,30.853344
-1903.932132,55,31.361593
-2187.809504,91,32.156347
-1940.597965,28,32.373829
-1273.759992,57,32.804215
-1311.328093,37,33.065156
-1969.926958,52,33.426868
-1953.548722,28,33.66797
-1865.671401,53,34.0808
-1875.486647,40,34.386695
-1280.426973,37,34.647051
-1884.043204,45,34.998294
-1902.88465,64,35.455212
-1297.871283,36,35.718528
-1298.755621,36,35.991262
-2023.532617,48,36.366529
-1857.100385,24,36.58388
-1881.204533,18,36.713545
-1291.842692,28,36.922015
-1388.294818,39,37.224136
-1197.666898,48,37.62554
-1282.800858,43,38.006526
-1055.9267,35,38.279807
-1306.94038,66,38.744582
-1463.688196,48,39.124845
-1041.255292,47,39.493108
-1960.431408,37,39.806852
-1871.143167,28,40.017835
-1119.607889,28,40.266301
-1275.408927,47,40.681386
-1878.248492,36,41.11785
-1861.493534,29,41.378434
-1923.451941,39,41.765916
-1952.945107,46,42.139097
-1983.412699,34,42.476506
-2330.363884,138,46.595668
-1240.499014,36,46.935442
-1278.898083,36,47.330245
-1510.459605,63,47.927436
-964.662721,73,48.514294
-835.76402,23,48.688151
-1384.421074,107,49.693881
-1928.69498,33,49.976472
-2108.433252,66,50.622865
-1132.004949,23,50.862489
-2092.335348,92,51.747201
-1075.28396,20,51.910427
-1145.14371,35,52.267068
-1923.665619,31,52.533936
-2173.466479,92,53.430195
-1949.7088,64,54.057018
-2142.433112,77,54.892971
-2161.943408,91,55.918769
-1707.037429,154,57.626873
-793.299504,300,60.827535
-927.439973,300,63.578072
-578.233975,300,65.621219
-2042.693211,90,66.463245
-1471.190515,126,67.672693
-244.542489,121,68.845869
-204.457298,114,69.834542
-242.897509,101,70.912237
-228.101838,159,72.531425
-1096.724502,94,73.752741
-94.743934,77,74.407576
27.343032,32,74.710746
-1873.734813,52,75.305184
-1914.822186,71,76.024661
-150.918677,110,77.342443
-955.039594,53,77.996202
-71.257841,92,78.978339
-906.400987,37,79.382379
-117.343864,74,80.186859
29.369321,49,80.615604
33.879859,32,80.903562
43.520377,38,81.299762
-165.527772,74,82.122097
-81.718077,38,82.650703
-409.522449,48,83.361958
-17.545748,43,83.964087
-124.129483,42,84.497274
-15.082406,27,84.751402
4.680691,26,85.024789
-224.495958,36,85.508518
26.401477,76,86.34021
-28.987378,57,87.059919
18.368173,34,87.380956
-1.353468,47,87.946628
-37.479073,61,88.753604
-86.504118,63,89.525632
29.82757,48,90.146312
-1253.369729,40,90.669761
-43.933268,34,91.122885
-3.993559,42,91.603055
-59.603592,48,92.220664
-17.126255,47,92.805917
-21.679097,26,93.128959
-1184.037879,50,93.874358
-1334.181554,78,95.007009
-65.837651,47,95.547402
-1289.579262,36,95.988671
-1908.475006,51,96.689291
-301.383576,35,97.19936
-1031.840364,49,97.897026
-1067.736632,58,98.653477
-1773.084818,60,103.580877
-1227.235923,39,104.100428
-1247.775027,48,104.663174
-323.613976,50,105.401904
-371.442245,60,106.21501
-27.608027,62,106.935845
-1932.01083,58,107.73101
-228.596533,49,108.446767
-113.759938,36,108.986886
-358.857492,60,109.947201
-26.329493,26,110.277339
21.259086,39,110.808295
40.434402,70,111.751102
-1922.561053,65,112.601703
8.322954,44,113.110432
-7.518127,44,113.673943
43.777253,38,114.171493
-949.136783,48,114.79929
42.70697,39,115.274873
-1209.582902,41,115.797258
-112.91245,50,116.42496
-1852.245377,41,116.98377
-989.573884,31,117.379531
42.593286,40,117.826605
-6.336858,40,118.34204
2.846965,42,118.958852
-59.433658,42,119.664538
-15.150262,29,120.115658
-327.057,54,120.964077
14.109895,45,121.512139
-1022.153733,60,122.357259
35.253263,55,122.990368
-56.329413,40,123.525158
22.297608,32,124.032184
-15.943663,44,124.606847
-181.93131,53,125.41221
-5.465529,30,125.725631
-197.531274,36,126.160504
-112.031326,64,126.864926
-874.127333,37,127.4543
-1849.246274,80,128.589791
-66.628375,57,129.287787
-323.893141,61,130.100542
36.54335,51,130.710841
72.042175,48,131.274509
35.037369,34,131.647463
-970.987161,44,132.227672
36.530412,38,132.675548
12.07582,42,133.324223
-966.031127,56,134.145635
20.366444,25,134.426969
-75.630739,68,135.382308
-38.010204,39,136.002882
-3.548937,20,136.235305
-2.700563,29,136.549105
-60.065756,25,136.946036
41.54667,48,137.558649
-904.118797,46,138.113986
32.487617,35,138.56501
55.977641,45,139.227607
-20.938657,40,139.798611
63.455622,41,140.396009
54.27273,24,140.778829
45.657809,47,141.359117
-1855.990717,37,141.863162
14.589642,26,142.181711
-65.310308,43,142.822787
-987.372263,62,143.727828
41.622309,31,144.109322
-1918.172272,39,144.783866
-359.673659,51,145.486146
6.097451,38,146.028869
-998.93017,41,146.580413
-28.236512,44,147.135255
54.876303,34,147.556001
-65.524534,56,148.40506
2.456981,25,148.785962
53.647138,44,149.319254
42.230795,33,149.705404
-878.765974,61,150.606021
-113.083239,62,151.389377
42.567494,41,152.022446
23.701019,54,152.87347
87.491262,34,153.380712
-118.650903,30,153.865477
-1002.014919,54,154.792787
-6.293243,35,155.244168
41.988272,49,155.777208
-17.161002,17,155.955356
-16.401356,22,156.17235
14.792736,28,156.521529
-202.052252,51,157.144064
13.929365,31,157.456752
-39.921286,56,158.115479
56.924338,37,158.475629
-1907.059639,43,159.052326
28.338362,26,159.342053
-1908.208277,28,159.687713
-99.760943,49,160.2754
12.137121,18,160.478082
63.261391,33,160.854771
62.394936,56,161.501079
-9.796353,20,161.695702
-15.47596,27,162.013507
10.754342,56,162.620676
43.403859,32,162.929975
-198.146047,39,163.39538
-1236.01404,41,163.863462
-194.069814,54,164.627646
-4.244428,23,164.892369
5.605533,23,165.173046
10.590127,31,165.583276
12.377359,21,165.791047
28.960687,27,166.108692
21.44055,42,166.640245
1.843993,37,167.011475
-31.814477,42,167.447561
-87.331638,45,167.925651
-63.029256,43,168.446013
28.323119,24,168.690696
40.245307,46,173.066703
-46.567361,41,173.523243
10.579001,41,173.967239
-36.272141,56,174.645221
-33.222943,31,175.040237
-13.825544,55,175.661738
51.391835,39,176.035882
23.694287,25,176.301373
46.107198,37,176.659852
40.072081,35,177.006921
-2.1218,19,177.214423
-63.378759,35,177.760178
4.502428,28,178.053282
16.605638,31,178.546886
40.336138,32,178.883324
30.112952,53,179.668208
30.996177,24,179.995317
-123.550298,60,180.912063
-4.244261,22,181.149283
12.46207,22,181.391635
-59.255481,36,181.944759
2.229094,20,182.188168
-95.662708,53,182.983252
47.831124,68,183.909116
-44.727936,31,184.280105
38.598455,35,184.819582
-862.810501,40,185.507151
-46.077398,35,186.112131
-1019.176216,59,187.011675
-11.196737,53,187.941803
49.860589,32,188.341674
12.150585,39,188.971657
56.467879,55,189.740059
-18.455961,30,190.142718
50.236197,41,190.635297
-19.85715,24,190.966663
62.118936,26,191.320175
112.427428,46,191.882961
-57.531769,39,192.350818
8.889637,28,192.727531
-35.599611,24,193.041944
-992.71487,41,193.695528
-8.322625,42,194.174951
-145.141492,72,195.244396
23.835407,32,195.6439
32.126549,32,196.121668
37.441482,47,196.696752
77.207372,44,197.194111
25.691431,34,197.615465
39.706941,37,198.133367
-1034.647867,26,198.545747
35.888744,38,199.123345
15.736555,23,199.509707
-52.790812,19,199.711375
-15.826084,60,200.511931
-67.174034,36,201.058814
34.48988,21,201.310302
23.72456,21,201.583632
-122.056129,38,202.144625
-125.818144,40,202.707586
78.276011,31,203.101311
38.318309,36,203.553789
21.590725,34,204.003086
20.409665,19,204.242407
-18.044639,28,204.54534
-153.083053,23,204.90153
50.147926,58,205.67819
-14.000641,24,205.992218
72.897132,49,206.700099
-21.653452,26,207.098299
39.636385,36,207.574824
10.28208,41,208.134683
48.940528,27,208.4781
-17.138031,21,208.738887
-17.514843,27,209.099077
-6.06198,38,209.564593
-39.13127,23,209.83106
-17.336026,21,210.118009
51.756056,37,210.592154
-4.372336,39,211.136409
-903.658952,58,211.849554
-124.207537,33,212.309864
54.744239,32,212.759498
44.771433,44,213.276294
51.393461,32,213.675184
-201.81065,55,214.505574
25.526317,42,215.014961
-1.148557,17,215.196854
-14.51903,37,215.727403
49.752019,19,215.952579
-20.62114,33,216.358932
69.335076,52,216.952179
-98.162237,59,217.668801
36.790013,39,218.086693
10.293551,30,218.424468
-64.523427,47,219.122892
11.01306,33,219.563435
-1277.247139,26,219.943385
-5.673535,52,220.684031
53.299609,48,221.333463
13.371126,38,221.760773
27.737079,50,222.322165
9.466568,26,222.647237
1.260536,21,222.861546
12.01111,30,223.217779
-3.898792,19,223.543554
28.404748,30,223.90877
10.273931,32,224.26646
12.209467,24,224.536008
28.198053,24,224.782511
-58.071016,20,224.99896
64.151651,39,225.485918
-4.096612,23,225.748445
61.792991,57,226.392905
40.144953,43,226.876547
37.607159,46,227.415271
66.772106,32,227.83012
-1006.469851,34,228.306059
69.106001,40,228.766383
53.677052,46,229.370819
56.418103,34,229.792975
31.258306,26,230.064304
-9.796355,22,230.288211
-32.303545,49,230.916333
34.222387,45,231.391446
104.626191,29,231.691916
16.346431,29,232.017403
5.974766,40,232.483456
6.068828,20,232.737448
-45.044916,42,233.200696
-30.568095,38,233.617995
79.857909,39,234.050346
30.284232,39,234.468607
-54.763848,22,234.711899
-59.246071,29,235.13757
71.104022,39,235.59598
-69.68613,54,236.267829
56.548831,42,236.724123
34.228526,36,240.88352
59.502234,47,241.4242
-5.69199,23,241.670267
-5.377421,30,242.005124
30.2717,39,242.477872
5.431643,31,242.801566
18.72077,28,243.089068
-14.889902,37,243.550406
27.517481,31,243.937645
48.200052,22,244.195802
53.300871,32,244.690017
-26.346642,16,244.917245
-25.420292,21,245.135409
40.880065,30,245.49089
-88.30518,27,245.87946
-35.42148,42,246.392599
40.673386,36,246.830041
54.288343,39,247.425317
42.784106,27,247.790454
-5.743834,23,248.084995
21.4451,26,248.429135
-13.148527,38,248.969583
25.681024,37,249.406474
41.005014,38,249.86318
50.572578,32,250.250177
1.285743,21,250.477742
50.207244,38,250.943099
-12.521293,33,251.376586
-65.471066,35,251.862901
11.985836,27,252.19216
90.63219,35,252.589034
-47.942841,23,252.811352
28.593005,35,253.343563
-44.505124,26,253.67426
-4.594262,28,254.045804
-12.521525,31,254.41501
39.11382,36,254.856485
53.533392,40,255.358351
-16.613318,27,255.668341
-226.23944,38,256.198856
66.63868,37,256.624698
23.749144,29,256.970892
13.09682,29,257.333926
51.642052,32,257.705929
-25.580224,34,258.07753
