#{"t_start": 1743714750.773601, "env_id": "None"}
r,l,t
-2073.571022,65,2.25101
-2061.486587,56,2.631357
-1562.727826,88,3.229737
-1946.703394,51,3.556351
-1946.352138,37,3.802297
-2001.860688,61,4.186888
-1986.13455,59,4.559769
-1046.999762,35,4.891506
-1285.292534,63,5.276859
-1947.902242,42,5.681813
-1959.889241,47,6.172924
-1189.596681,89,6.720494
-1348.16164,62,7.256137
-1333.509194,65,7.77496
-1954.355633,69,8.231206
-2017.473881,37,8.525905
-1902.410662,59,9.019728
-1860.617185,77,9.663425
-1433.16278,90,10.452311
-1961.82959,51,10.961996
-2003.875708,82,11.619399
-1273.155887,51,11.990179
-2002.669727,75,12.576542
-1121.581804,25,12.839971
-1358.917782,70,13.515792
-1390.070132,44,13.836243
-1943.819466,30,14.091825
-1969.642014,83,14.780157
-1453.187656,116,15.853635
-1147.109999,141,17.16684
-1983.698603,93,18.010836
-1301.580159,83,18.559005
-1851.304185,53,19.03179
-1938.612355,31,19.363419
-2011.898158,60,19.891608
-1620.375474,112,20.900586
-1857.69351,42,21.287957
-1531.049925,120,22.169276
-1335.192827,44,22.565108
-1224.064647,28,22.797879
-1845.033932,52,23.234403
-1386.210304,125,24.342449
-1226.596621,45,24.761778
-1335.109076,73,25.323375
-1927.15322,98,26.075741
-1066.554595,46,26.37382
-1420.654455,108,27.239212
-1949.332177,30,27.493588
-1277.190237,61,27.947903
-1260.505139,40,28.251415
-2156.545359,146,29.660221
-1119.863387,70,30.276226
-2005.82702,36,30.65451
-1354.976837,73,31.334255
-984.978785,63,31.913256
-1203.569377,27,32.169414
-1222.302965,46,32.548446
-1093.844079,39,32.902117
-1871.975783,58,33.434796
-1239.583074,98,34.247046
-1346.303921,99,35.136625
-984.723452,54,35.590199
-1231.079925,43,36.036095
-1901.807763,41,36.425507
-2021.719834,86,37.259652
-1338.318969,97,38.083832
-1911.841408,76,38.840253
-1058.802448,56,39.373844
-1076.778016,47,39.826663
-1068.729386,61,40.339992
-1099.69745,26,40.56456
-1289.044922,52,40.992275
-1821.21479,75,41.723516
-927.759683,49,42.113142
-1859.029877,88,42.985627
-1906.39753,54,43.416114
-1218.635251,45,43.812896
-1902.913108,70,47.298141
-1280.928178,50,47.69461
-1902.590769,83,48.482113
-909.697507,27,48.759702
-1222.39608,56,49.243862
-1899.084235,56,49.733343
-992.405845,47,50.103907
-1827.098754,52,50.578741
