#{"t_start": 1741659044.138803, "env_id": "None"}
r,l,t
-1064.161141,90,2.721742
-794.180393,50,3.196324
-827.204481,42,3.634903
-1058.496741,32,3.987314
-1008.086546,54,4.695095
-1076.701052,45,5.218766
-961.128666,33,5.629619
-1059.879921,57,6.51226
-793.834954,38,7.06961
-965.862606,32,7.516594
-974.314277,49,8.12916
-920.250522,41,8.598869
-960.169089,59,9.303636
-814.561826,34,9.755635
-963.077319,31,10.133284
-791.262458,36,10.574881
-997.823325,38,11.145835
-1042.593706,51,11.868213
-949.884198,46,12.457572
-888.786684,58,13.28192
-740.296793,54,14.004573
-952.999743,54,14.725102
-1180.052776,76,15.759933
-849.343152,34,16.244203
-1023.01474,65,17.020816
-1028.702359,53,17.586515
-1066.608354,70,18.364074
-796.821031,66,19.130718
-916.914427,69,19.980149
-1084.108866,59,20.904978
-840.091394,59,21.675133
-868.287099,51,22.253182
-1061.503171,61,22.933578
-882.598608,58,23.5254
-718.693802,41,24.029019
-981.804214,67,24.984934
-810.323053,48,25.730566
-886.516146,59,26.331993
-900.535354,55,27.14292
-829.041583,40,27.597318
-1046.408868,72,28.524078
-1026.499883,38,29.014028
-1096.520327,77,30.002605
-931.579999,71,31.110856
-869.505974,71,32.232758
-802.236546,50,32.968814
-860.042679,29,33.431314
-890.5183,36,33.917855
-1098.352078,55,37.697657
-1034.315558,57,38.465941
-824.754915,52,39.112142
-820.92985,54,39.736501
-703.698612,50,40.425216
-776.250531,54,41.226412
-1066.392872,76,42.389145
-877.111844,33,42.909637
-807.348965,60,43.812013
-966.390876,41,44.445117
-1102.889579,56,45.278155
-746.811367,53,46.169238
-927.81292,35,46.625665
-930.001024,45,47.22352
-746.04686,35,47.758546
-799.096632,57,48.580897
-895.675325,76,49.778809
-898.516565,66,50.690125
-813.156578,63,51.53541
-1051.737744,126,53.36281
-849.790025,50,54.06493
-733.286304,33,54.550967
-800.579847,61,55.603257
-870.15657,31,56.051506
-668.692421,34,56.558225
-1007.801941,36,57.031901
-921.630697,48,57.74445
-877.016559,74,58.997737
-916.781407,49,59.90602
-718.993773,46,60.596134
-765.489102,58,61.543976
-1011.406531,51,62.195731
-1131.168275,54,62.955407
-1004.032795,55,63.687267
-751.421724,65,64.874769
-748.409982,42,65.433522
-748.153049,34,65.935183
-730.329446,48,66.686001
-998.782271,68,67.836157
-695.327487,118,69.745216
-966.237381,92,71.159919
-725.330858,58,72.019359
-943.067873,54,72.822714
-850.285538,103,76.645742
-797.32502,46,77.262139
-904.915424,80,78.425745
-803.608419,43,79.113839
-763.389385,57,79.975763
-859.428543,43,80.613429
-947.489484,77,81.992881
-873.130272,50,82.782257
-683.699166,33,83.367303
-785.412404,53,84.263912
-823.003003,58,85.259481
-826.23387,46,86.130356
-707.678227,46,86.964845
-657.071302,70,88.177281
-974.686329,64,89.32908
-782.219637,69,90.531114
-774.784057,58,91.489759
-748.643997,55,92.345669
-903.182937,45,93.054121
-780.967597,49,93.856501
-802.529597,40,94.435127
-719.319252,43,95.129593
-788.508924,43,95.793262
-970.077497,62,96.918219
-806.435783,58,97.962514
-830.083784,48,98.794886
-745.25211,63,99.920854
-717.105735,38,100.48647
-814.126429,47,101.187322
-698.705542,40,101.812837
-836.278483,79,103.113309
-910.906967,36,103.634945
-855.955267,47,104.322546
-869.962237,77,105.548884
-819.555916,70,106.632196
-829.928033,59,107.530886
-831.820598,46,108.193682
-666.168783,47,108.841191
-785.201011,41,109.452458
-737.736965,58,110.323631
-967.411568,66,111.306601
-871.04362,59,112.239825
-718.866689,50,112.911343
-782.233969,90,114.38757
-810.313762,63,115.376474
-641.756895,45,116.032957
-790.590392,29,116.394011
-939.461949,56,119.692833
-739.199958,42,120.267441
-833.016948,36,120.74742
-824.726413,53,121.527299
-814.081537,68,122.60636
-720.078634,47,123.337429
-668.419276,38,123.925422
-805.240767,48,124.645167
-651.215444,30,125.109556
-806.212705,34,125.669548
-832.158549,49,126.55935
-808.444426,43,127.262474
-841.454322,39,127.865443
-714.820082,41,128.548351
-865.596003,56,129.450433
-1005.797693,63,130.463088
-754.605893,40,131.122491
-940.456089,51,131.978998
-694.530899,38,132.588256
-752.745307,73,133.845032
-896.935118,31,134.312635
-778.098778,58,135.178815
-911.692576,42,135.777037
-718.817975,55,136.642853
-746.728358,32,137.093004
-737.625983,42,137.67227
-864.860208,51,138.425353
-715.332946,40,139.032579
-878.706513,48,139.725003
-840.104813,40,140.283001
-838.061192,81,141.625
-898.464224,33,142.033027
-791.534859,83,143.219872
-710.101607,47,143.853996
-750.941242,23,144.186101
-781.519186,53,144.866487
-661.15859,53,145.623684
-924.32203,57,146.484424
-810.588861,62,147.34845
-783.215816,84,148.568603
-862.016075,52,149.315786
-822.250359,92,150.676239
-935.020433,55,151.462906
-745.618127,52,152.179551
-967.048987,53,152.981551
-809.317617,34,153.468328
-941.046852,59,154.393364
-759.37374,26,154.773463
-815.116177,58,155.752009
-857.517505,53,156.459854
-869.277395,81,160.326793
-819.998843,32,160.742367
-817.247856,53,161.535786
-935.693074,143,164.069716
-756.308589,45,164.79095
-859.081722,52,165.6441
-830.229661,34,166.252246
-746.650401,45,166.995045
-789.899285,35,167.579682
-778.272906,34,168.160659
-728.019026,45,168.893068
-903.19158,46,169.672917
-839.805822,61,170.666165
-635.764934,51,171.469814
-720.96424,45,172.223861
-854.901993,27,172.638665
