#{"t_start": 1740061266.065612, "env_id": "None"}
r,l,t
-100.0,1,1.529658
-100.0,1,1.5437
-100.0,1,1.555584
-100.0,1,1.567735
-100.0,1,1.582394
-100.0,1,1.657644
-100.0,1,1.668357
-100.0,1,1.681252
-100.0,1,1.693749
-100.0,1,1.706425
-100.0,1,1.721734
-100.0,1,1.734131
-100.0,1,1.745812
-100.0,1,1.75858
-100.0,1,1.770779
-100.0,1,1.786333
-100.0,1,1.798777
-100.0,1,1.81151
-100.0,1,1.824227
-100.0,1,1.837658
-100.0,1,1.85302
-100.0,1,1.864686
-100.0,1,1.876433
-100.0,1,1.89027
-100.0,1,1.902875
-100.0,1,1.920279
-100.0,1,1.93303
-100.0,1,1.94788
-100.0,1,1.964519
-100.0,1,1.977826
-100.0,1,1.999392
-100.0,1,2.012039
-100.0,1,2.026361
-100.0,1,2.041689
-100.0,1,2.056256
-100.0,1,2.074399
-100.0,1,2.087755
-100.0,1,2.101576
-100.0,1,2.115885
-100.0,1,2.128294
-100.0,1,2.14322
-100.0,1,2.155755
-100.0,1,2.186806
-100.0,1,2.203728
-100.0,1,2.218071
-100.0,1,2.234724
-100.0,1,2.251816
-100.0,1,2.263927
-100.0,1,2.27571
-100.0,1,2.287868
-100.0,1,2.30468
-100.0,1,2.317244
-100.0,1,2.330453
-100.0,1,2.342869
-100.0,1,2.354743
-100.0,1,2.369037
-100.0,1,2.381512
-100.0,1,2.393591
-100.0,1,2.405721
-100.0,1,2.419844
-100.0,1,2.436046
-100.0,1,2.447788
-100.0,1,2.459427
-100.0,1,2.473182
-100.0,1,2.485284
-100.0,1,2.502531
-100.0,1,2.514312
-100.0,1,2.526273
-100.0,1,2.538777
-100.0,1,2.550246
-100.0,1,2.564058
-100.0,1,2.576025
-100.0,1,2.589032
-100.0,1,2.603986
-100.0,1,2.617218
-100.0,1,2.632393
-100.0,1,2.643771
-100.0,1,2.655386
-100.0,1,2.667459
-100.0,1,2.680823
-100.0,1,2.695978
-100.0,1,2.710001
-100.0,1,2.722522
-100.0,1,2.734356
-100.0,1,2.746179
-100.0,1,2.762275
-100.0,1,2.774166
-100.0,1,2.786719
-100.0,1,2.799425
-100.0,1,2.811693
-100.0,1,2.82641
-100.0,1,2.839938
-100.0,1,2.851773
-100.0,1,2.889105
-100.0,1,2.902254
-100.0,1,2.916506
-100.0,1,2.927107
-100.0,1,2.938823
-100.0,1,2.952003
-100.0,1,2.964647
-100.0,1,2.979295
-100.0,1,2.99176
-100.0,1,3.005658
-100.0,1,3.017506
-100.0,1,3.029393
-100.0,1,3.044203
-100.0,1,3.057983
-100.0,1,3.069611
-100.0,1,3.083236
-100.0,1,3.09434
-100.0,1,3.108827
-100.0,1,3.120582
-100.0,1,3.131687
-100.0,1,3.142906
-100.0,1,3.15466
-100.0,1,3.169341
-100.0,1,3.180353
-100.0,1,3.192352
-100.0,1,3.204383
-100.0,1,3.216924
-100.0,1,3.231926
-100.0,1,3.243487
-100.0,1,3.255093
-100.0,1,3.268183
-100.0,1,3.280658
-100.0,1,3.295582
-100.0,1,3.30926
-100.0,1,3.323222
-100.0,1,3.33618
-100.0,1,3.350896
-100.0,1,3.365683
-100.0,1,3.378483
-100.0,1,3.390248
-100.0,1,3.402251
-100.0,1,3.415222
-100.0,1,3.429334
-100.0,1,3.441417
-100.0,1,3.455708
-100.0,1,3.4694
-100.0,1,3.484174
-100.0,1,3.50154
-100.0,1,3.51288
-100.0,1,3.525315
-100.0,1,3.538473
-100.0,1,3.551257
-100.0,1,3.567855
-100.0,1,3.580085
-100.0,1,3.59492
-100.0,1,3.611555
-100.0,1,3.625292
-100.0,1,3.641554
-100.0,1,3.653822
-100.0,1,3.666438
-100.0,1,3.683174
-100.0,1,3.695103
-100.0,1,3.710507
-100.0,1,3.725984
-100.0,1,3.743901
-100.0,1,3.781621
-100.0,1,3.795265
-100.0,1,3.812197
-100.0,1,3.824705
-100.0,1,3.839702
-100.0,1,3.860118
-100.0,1,3.877218
-100.0,1,3.900243
-100.0,1,3.919473
-100.0,1,3.934494
-100.0,1,3.949722
-100.0,1,3.966662
-100.0,1,3.987554
-100.0,1,4.006136
-100.0,1,4.024719
-100.0,1,4.038317
-100.0,1,4.051475
-100.0,1,4.06923
-100.0,1,4.084394
-100.0,1,4.097322
-100.0,1,4.115644
-100.0,1,4.135711
-100.0,1,4.153537
-100.0,1,4.169929
-100.0,1,4.185522
-100.0,1,4.200303
-100.0,1,4.212432
-100.0,1,4.233732
-100.0,1,4.250744
-100.0,1,4.268944
-100.0,1,4.284059
-100.0,1,4.29895
-100.0,1,4.31681
-100.0,1,4.329429
-100.0,1,4.343912
-100.0,1,4.358249
-100.0,1,4.372599
-100.0,1,4.388314
-100.0,1,4.40085
-100.0,1,4.415488
-100.0,1,4.430843
-100.0,1,4.446439
-100.0,1,4.465792
-100.0,1,4.481143
-100.0,1,4.493955
-100.0,1,4.508319
-100.0,1,4.522271
-100.0,1,4.539333
-100.0,1,4.556487
-100.0,1,4.574001
-100.0,1,4.58957
-100.0,1,4.607803
-100.0,1,4.652257
-100.0,1,4.665686
-100.0,1,4.67949
-100.0,1,4.691797
-100.0,1,4.704417
-100.0,1,4.721236
-100.0,1,4.734636
-100.0,1,4.750872
-100.0,1,4.764985
-100.0,1,4.778523
-100.0,1,4.795731
-100.0,1,4.808391
-100.0,1,4.821576
-100.0,1,4.834769
-100.0,1,4.848432
-100.0,1,4.864991
-100.0,1,4.878493
-100.0,1,4.893305
-100.0,1,4.908021
-100.0,1,4.920952
-100.0,1,4.937614
-100.0,1,4.950886
-100.0,1,4.963844
-100.0,1,4.979201
-100.0,1,4.992971
-100.0,1,5.009553
-100.0,1,5.024387
-100.0,1,5.03894
-100.0,1,5.052553
-100.0,1,5.066999
-100.0,1,5.085586
-100.0,1,5.1
-100.0,1,5.113255
-100.0,1,5.126658
-100.0,1,5.143233
-100.0,1,5.160929
-100.0,1,5.176108
-100.0,1,5.190397
-100.0,1,5.205213
-100.0,1,5.22027
-100.0,1,5.238791
-100.0,1,5.252827
-100.0,1,5.269612
-100.0,1,5.283378
-100.0,1,5.29732
-100.0,1,5.317075
-100.0,1,5.329575
-100.0,1,5.343693
-100.0,1,5.357365
-100.0,1,5.371152
-100.0,1,5.388747
-100.0,1,5.400925
-100.0,1,5.416916
-100.0,1,5.431691
-100.0,1,5.446448
-100.0,1,5.484842
-100.0,1,5.504993
-100.0,1,5.521031
-100.0,1,5.535518
-100.0,1,5.548429
-100.0,1,5.56511
-100.0,1,5.579955
-100.0,1,5.594296
-100.0,1,5.609001
-100.0,1,5.624968
-100.0,1,5.642519
-100.0,1,5.655776
-100.0,1,5.668127
-100.0,1,5.682224
-100.0,1,5.698161
-100.0,1,5.716514
