#{"t_start": 1742851606.053222, "env_id": "None"}
r,l,t
-2190.197552,122,2.24622
-1994.596823,47,2.559187
-1075.344025,40,2.783866
-1911.710064,145,3.652075
-1993.410175,79,4.166306
-2017.863501,56,4.521805
-1332.999449,39,4.802058
-1373.620701,59,5.219563
-1359.243566,113,6.002304
-1340.727372,106,6.735448
-1972.153386,84,7.421587
-1962.380378,56,7.804431
-1964.159533,34,8.039837
-1913.238077,83,8.634086
-1989.617372,28,8.83594
-1230.200811,118,9.713504
-1933.478413,58,10.292387
-1330.79515,64,10.948455
-1344.760803,40,11.30281
-1949.092196,40,11.608763
-1261.30628,44,12.003927
-1989.326621,36,12.365499
-1992.714829,117,13.561875
-1030.928429,23,13.772394
-1982.146471,38,14.152229
-1880.654364,61,14.759242
-1331.029315,58,15.227935
-1340.524769,49,15.657927
-1009.786047,36,15.931355
-1319.261995,57,16.3639
-2107.009498,109,17.375527
-932.549832,75,17.946501
-1458.181838,30,18.21307
-257.659715,31,18.410279
-1309.573443,43,18.725762
-1259.300123,72,19.214336
-1313.32045,19,19.348039
-1253.510862,60,19.917265
-1988.385084,47,20.381107
-1260.5476,41,20.835974
-1279.396558,52,21.501948
-1198.681179,42,21.982733
-1102.285032,77,22.80418
-1069.465552,62,23.620072
-1908.782006,48,24.272878
-1959.00857,91,25.606421
-1961.092682,49,26.107832
-1155.682146,50,26.67667
-913.033805,65,27.399041
-1018.757516,64,27.954206
-1280.030343,34,28.172107
-1887.901701,53,28.674426
-1994.541389,53,29.148459
-1176.246242,81,29.885831
-1158.296717,53,30.319113
-1350.507977,40,30.675339
-1960.465664,78,31.220067
-2012.863959,66,31.703937
-1075.563541,29,31.932811
-935.366502,58,32.272117
-1100.175651,44,32.640047
-1198.27332,70,33.124031
-1156.067881,59,33.576739
-1310.335951,49,34.324742
-1799.224979,61,35.239807
-1282.063236,70,36.053487
-1907.462212,30,36.458344
-1424.366185,125,37.939357
-1905.032917,77,38.852246
-154.728429,61,39.771662
-1122.282577,121,41.307311
-197.251858,165,43.176451
-285.06164,200,44.808391
-1941.976699,117,45.536951
-1366.573909,76,46.14633
-1996.804009,182,50.450605
-1467.295597,166,52.299586
-981.616247,154,54.242829
-286.449979,196,56.931921
112.032808,65,57.741413
-104.13376,116,59.106695
-337.092753,85,60.210901
-892.5664,23,60.530761
-298.973812,85,61.276411
-958.946293,80,61.905727
-1846.249393,54,62.388419
117.649458,61,62.895412
-1930.850522,107,63.940101
-1907.560578,43,64.275668
90.203053,33,64.454433
-1834.005753,88,65.177801
-1822.792175,49,65.575406
-907.871454,68,66.038787
-961.016883,27,66.259753
-804.653696,57,66.682181
-1019.948754,41,67.249078
-2088.550286,185,69.873275
-1847.914624,60,70.498891
25.12779,77,71.28209
73.654572,21,71.487572
-875.047064,121,72.492785
-1059.222197,39,72.814127
90.780456,38,73.080407
55.633741,51,73.498609
61.37218,59,73.878553
52.711215,52,74.162584
62.797133,46,74.42216
-996.148796,43,74.712766
-1292.075364,80,75.292731
-202.774377,54,75.672385
1.631772,55,76.125314
86.794101,54,76.511955
128.227663,22,76.664502
-150.981073,43,77.05899
-1285.855043,57,77.587266
82.522028,34,77.817385
99.430204,31,78.025315
-303.868367,78,78.661039
-1282.22451,63,79.180916
191.235098,49,79.46925
-838.122183,56,79.915166
-1366.031152,96,80.67814
76.494567,58,81.071659
-124.39987,79,81.768757
107.984464,36,82.001901
25.798246,45,82.295631
-362.863849,34,82.558911
126.933703,42,82.834495
-328.807593,97,83.471517
-865.555514,82,84.115383
-1003.723866,38,84.368562
-29.383126,45,84.705969
82.521686,21,84.86352
-1104.312857,18,85.015193
23.05374,41,85.328313
130.935597,36,85.587898
78.756413,26,85.744024
107.91307,39,86.029775
114.131447,76,86.598452
-388.38331,57,87.105021
29.20316,38,87.409101
99.430204,29,87.598349
23.835284,29,87.799112
142.0215,40,88.08896
-1918.251162,27,88.279611
-887.159767,61,88.761075
102.833006,37,88.976007
56.698249,44,89.275247
55.893528,20,89.429182
-931.557429,47,89.783286
148.199131,46,90.007944
-53.651637,63,90.469491
-905.96901,39,90.747248
86.919356,30,90.938987
132.490333,41,91.198426
109.051683,48,91.489151
-279.385874,72,92.047875
112.351352,44,92.367267
-1.97085,58,92.771462
-206.922583,47,95.385706
156.52971,51,95.743706
-868.387646,44,96.113916
97.944572,39,96.475841
148.001375,31,96.706915
73.476603,18,96.825103
9.789229,53,97.305752
-287.696004,43,97.725261
91.097173,20,97.885253
39.142496,43,98.239045
127.215302,37,98.530182
37.298252,37,98.85544
119.02049,55,99.345464
109.882395,56,99.798727
108.976741,57,100.223269
-236.232244,83,100.930906
79.384655,37,101.223091
78.219008,23,101.374815
19.952519,35,101.760894
-933.205039,33,102.060689
53.414051,74,102.694336
-102.813809,56,103.137839
86.297892,36,103.446566
25.798246,35,103.761625
-157.467296,32,104.06796
185.866528,40,104.37314
-941.814132,37,104.718524
82.309513,57,105.224303
