#{"t_start": 1742608493.386445, "env_id": "None"}
r,l,t
-1015.489156,96,2.105421
-1992.987945,53,2.454192
-1214.062845,41,2.697241
-1373.976677,56,2.962113
-2079.959949,57,3.237902
-1223.577875,105,3.869186
-1959.012856,114,7.168352
-1427.81354,41,7.50348
-1963.101111,57,7.937218
-1987.971255,66,8.419794
-1858.897728,54,8.880936
-2135.456314,79,9.538496
-1940.500194,51,9.972001
-2114.004215,49,10.444908
-1820.354925,80,11.03809
-1853.808023,61,13.629439
-2050.276022,88,14.47628
-2051.014132,73,15.138035
-1371.681356,101,16.037582
-1911.377233,84,16.79077
-1310.874859,117,20.081736
-1281.351347,99,21.106705
-1364.251066,129,22.23176
-124.276658,200,23.825698
-1893.306102,85,27.164424
-2173.706681,190,28.906966
-1171.547076,157,30.291077
-1041.062756,56,30.755563
-1045.010466,84,33.878399
-1440.614497,105,34.756374
-1256.659317,73,35.330472
-1069.201437,141,36.631089
-1864.703519,87,37.302913
-1993.31352,107,41.115114
-129.806535,103,42.176787
-975.004577,85,43.05565
-1943.410375,132,44.385154
-1150.650283,138,45.594807
-1911.930166,90,49.069561
-1135.339031,58,49.638987
-1225.125364,87,50.614083
-2024.768381,85,51.515361
-1047.700406,67,52.224332
-1379.3148,136,56.19325
-998.479541,66,56.724688
-1891.088644,112,57.589573
-160.956016,101,58.736403
-1053.494469,109,59.943153
-1337.615782,101,63.51699
-1916.932092,114,64.829906
-937.0785,32,65.155232
-1297.728482,91,66.268147
-1982.1545,182,68.632988
108.629291,200,81.915213
-912.411666,200,85.09126
35.32622,200,88.13491
-916.42298,200,91.315871
92.482201,200,93.913315
