#{"t_start": 1742851512.4032168, "env_id": "None"}
r,l,t
-1898.997804,66,2.140872
-1338.625517,65,2.589318
-1217.249733,68,3.108069
-1423.079207,56,3.536793
-1912.263758,74,4.166741
-1862.719231,65,4.723264
-2010.894542,33,5.017477
-2001.216702,58,5.572908
-1220.642573,89,6.356329
-1913.171923,109,7.375693
-1024.222191,29,7.598343
-1128.08445,43,7.96347
-1983.203699,85,8.880965
-1905.589761,29,9.141277
-965.878478,113,9.895386
-2073.872279,83,10.681622
-1127.030035,41,11.07274
-1933.900868,36,11.414254
-1217.454369,76,12.023932
-1283.659555,23,12.254275
-2128.865475,79,13.025296
-1257.27838,43,13.414345
-1858.347749,57,13.903224
-1911.847544,37,14.242224
-1941.997797,73,14.788324
-995.406338,45,15.201867
-1387.54974,83,15.962673
-1050.389131,34,16.268649
-1247.004512,18,16.488948
-1878.074815,47,16.953713
-1935.381381,54,17.584599
-1228.987238,76,18.313298
-1102.80455,62,18.917252
-1301.003316,57,19.49148
-1103.430187,59,20.002475
-1289.223676,79,20.929174
-1912.647194,25,21.328165
-1150.839803,41,21.945253
-1933.669008,58,22.692397
-1102.908762,49,23.291664
-1142.670412,61,24.020224
-1067.127336,26,24.360249
-1877.938112,30,24.75575
-944.115266,37,25.225907
-1285.933239,24,25.55434
-1314.504395,92,27.153381
-1262.329692,50,27.928443
-1128.60161,75,29.21055
-1860.559773,69,30.025209
-1254.505109,47,30.56935
-1942.990948,43,30.983709
-1882.179895,32,31.245792
-1052.68203,33,31.535659
-1075.896302,71,32.202859
-1951.620345,50,32.651493
-1304.428159,42,33.062777
-1336.72389,64,33.694399
-985.236945,38,34.035076
-1128.21064,84,34.654055
-1104.450008,30,34.922743
-919.053285,26,35.118829
-1053.409281,42,35.515003
-998.135197,25,35.811404
-1309.791204,48,36.396281
-1907.071268,27,36.808398
-1325.577788,34,37.299409
-1880.245392,46,37.859448
-2016.573156,91,39.089463
