#{"t_start": 1742605008.737005, "env_id": "None"}
r,l,t
-1295.445831,82,2.208125
-1820.38198,80,2.750953
-1365.996263,36,2.986882
-1075.460482,52,3.273861
-2138.703137,46,3.577155
-1221.710016,43,3.858929
-1263.325487,65,4.191083
-1250.375771,50,4.510595
-1314.856295,51,4.879582
-969.576852,44,5.149936
-1311.088277,60,5.60994
-1399.033068,72,6.060655
-2044.531703,46,6.422872
-1361.780581,102,7.361579
-1889.404849,51,7.84019
-2008.290184,40,8.19531
-1228.467634,47,8.670619
-1039.088935,48,9.203864
-1886.946584,43,9.539511
-995.189724,42,9.827081
-1396.384569,51,10.260024
-1448.000696,124,11.528354
-1963.435684,26,11.783148
-1827.808466,81,12.498783
-1413.664666,80,13.14471
-1367.746033,50,13.570721
-1001.161107,34,13.852455
-1087.480609,74,14.619813
-1994.474759,48,15.02671
-935.637927,29,15.240223
-1939.700036,97,16.055549
-925.598349,43,16.406049
-1372.457505,115,17.405056
-1055.344854,44,17.827599
-1392.592734,66,18.357993
-1937.989063,48,18.830132
-1337.0854,27,19.097937
-1269.863532,85,19.962655
-1959.171034,62,20.466645
-1276.468084,80,21.159407
-100.075657,33,21.438037
-1293.229765,22,21.63589
-1362.484875,78,22.210379
-1287.104845,105,23.201621
-1888.931525,85,23.757243
-1871.233963,39,24.113387
-1269.861319,44,24.504333
-1942.26094,61,25.058493
-1254.247392,63,25.557301
-1019.28919,55,26.063107
-1912.895114,66,26.649664
-1079.101237,41,27.061
-1102.281949,42,27.40249
-1957.017752,49,27.818841
-1132.005346,57,28.376939
-1071.136105,58,28.898974
-1016.713624,42,29.213091
-1045.480562,51,29.700758
-105.88563,28,29.996376
-1025.598959,13,30.109023
-1961.193092,51,30.637161
-931.543993,22,30.803118
-1170.056021,113,31.807746
-1015.699724,65,32.388959
-1862.784993,77,33.020293
-1254.415435,53,33.442127
-1010.00257,52,33.892836
-1908.696134,38,34.266538
-1322.342534,117,35.251888
-1050.75631,78,35.95492
-930.799503,61,36.5066
-1941.210695,37,36.894715
-949.80332,46,37.221441
-1882.403293,49,37.67802
-1261.819009,80,38.442848
-1912.391583,65,39.024147
-1335.741949,111,40.098506
-1878.455697,48,40.565639
-1035.513535,74,41.244261
-1342.743361,44,41.630024
-1094.464445,93,42.521434
-1878.145666,42,42.845453
-941.283296,85,43.360005
-1063.671471,70,43.848591
-1309.15475,90,47.140589
-1012.747394,43,47.48731
-1879.542669,34,47.77853
-943.327214,54,48.193893
-1066.023942,41,48.492964
-987.628433,91,49.341801
-1222.158319,111,50.271965
-230.549186,94,51.102006
-1276.797082,59,51.658703
-1325.280833,87,52.57965
-1207.087049,191,54.534957
-1042.682093,179,55.941569
-1155.166806,125,57.018417
-1081.3976,156,58.610752
-162.938189,200,60.42035
-390.331982,200,62.403999
-196.361887,200,64.032258
-89.907748,200,66.078834
36.734723,200,67.782009
-1019.697896,171,69.240703
-210.961553,200,71.390397
42.190451,200,73.245574
-1437.172173,195,75.146828
-448.783318,103,76.060887
-1381.867943,153,77.7085
-913.721802,96,78.607938
-943.087264,105,79.600486
-2.846547,200,81.567072
-1086.162878,123,82.624084
-291.164944,200,84.650439
-240.90887,200,86.710207
-539.952079,200,88.531964
-23.438421,200,90.563633
-95.046787,200,92.361234
3.014898,200,96.510551
-230.039673,200,98.384979
-546.887083,200,100.310517
-975.311027,117,101.437768
-98.564298,200,103.450276
-1095.097093,124,104.551102
-8.502067,200,106.671513
-30.090656,200,108.387571
-16.571561,200,110.388636
-983.183632,117,111.383156
-121.513674,200,113.280353
-138.755244,200,115.051629
-248.098065,200,117.152042
-1348.508214,137,118.455866
-128.031434,200,120.661098
-1174.65186,189,122.403283
-988.328954,118,123.43189
-284.709921,71,124.037703
-68.765026,200,125.883389
23.593757,200,127.769788
13.675945,200,129.596376
-155.947121,200,131.614922
53.003089,200,133.467854
-17.954263,200,135.599137
-75.188843,200,137.381812
-40.00459,200,139.159803
45.716545,200,141.051562
45.434314,200,142.789471
78.151021,200,146.823525
129.828077,200,148.651022
-42.920769,200,150.844601
57.811665,67,151.432944
30.326926,67,151.984874
-100.352482,200,154.14237
-33.739087,200,156.086303
-267.848699,200,158.328536
83.127982,200,160.28996
-133.729826,200,162.333637
-73.454312,200,164.449683
35.310805,200,166.652244
160.771504,200,168.572896
-891.918258,157,170.067194
-960.932799,84,170.795979
7.42084,200,172.959547
32.749935,200,175.02317
2.498828,200,177.124984
-299.209903,200,179.268195
25.161314,200,181.275303
-872.222274,200,183.456506
-127.567086,200,185.585861
-22.214322,200,187.684397
-105.542972,59,188.263841
-25.382109,200,190.269168
-100.919701,200,192.417763
59.104136,200,194.421967
52.950147,200,196.411239
112.025539,200,201.027105
-281.962323,200,203.12585
-27.355023,200,205.564162
15.42857,200,207.782103
75.155903,200,209.917878
-342.385333,200,212.272559
104.841899,37,212.590339
34.868488,200,214.577105
29.619757,200,216.729135
28.42847,74,217.416814
