#{"t_start": 1741291536.043712, "env_id": "None"}
r,l,t
-582.422206,148,3.027431
-608.403222,185,5.140425
-660.660609,64,5.888634
-423.202724,102,7.360391
-710.404912,53,8.053995
-606.057076,109,9.490919
-627.51623,100,11.031864
-469.243631,96,12.545446
-622.001391,62,13.269147
-524.40945,76,14.368014
-626.804494,50,15.021684
-384.718956,115,16.795338
-578.031941,49,17.346481
-604.144652,49,17.964908
-533.747324,75,19.086237
-552.340269,48,19.700515
-521.653162,69,20.668103
-577.874751,54,21.527781
-609.828905,46,22.11214
-556.444707,52,22.843294
-602.872693,39,23.314421
-496.934541,46,23.863541
-519.830382,52,24.486412
-633.704567,58,25.165139
-580.330526,52,25.845705
-500.003364,44,26.448097
-737.55848,39,26.913474
-575.824807,47,27.563662
-631.133875,44,28.274731
-609.817168,52,28.912422
-601.674416,39,29.485428
-525.524402,49,30.135928
-625.860627,43,30.612651
-574.469473,32,30.937228
-660.647619,45,31.624846
-592.178452,55,32.356275
-584.318014,42,32.826881
-474.611525,46,33.423952
-656.134054,39,33.948295
-519.106507,41,34.42846
-443.501129,44,34.991232
-428.204869,56,35.746049
-454.664771,38,36.292678
-576.694937,54,36.960206
-551.383056,46,37.627853
-560.217176,54,38.433233
-586.791645,49,39.048844
-498.313587,54,39.828571
-609.186032,56,40.552357
-623.259036,53,41.362312
-603.86276,56,42.22794
-611.204874,40,42.752047
-544.237923,41,43.247508
-557.779383,48,43.781443
-569.679162,45,44.252822
-603.749409,44,44.819447
-690.744545,54,45.502042
-606.135504,42,46.026041
-527.33077,62,46.906267
-653.751351,54,47.593761
-497.781284,39,48.051984
-709.387174,33,48.428988
-576.482564,39,48.866059
-602.233864,47,49.501175
-664.725897,55,50.16563
-365.929475,54,50.733295
-660.569855,59,51.486743
-528.73572,42,51.993765
-612.423251,42,52.537632
-624.449505,36,52.956586
-603.667446,50,53.61992
-557.434011,47,54.293176
-608.803706,48,54.880974
-651.211604,61,55.578902
-654.875805,40,56.036451
-614.216947,52,56.694446
-518.400769,53,57.355852
-603.95881,38,57.830907
-563.960213,42,58.422727
-598.846493,37,58.883845
-593.823223,53,59.63707
-686.39159,41,60.198
-419.617766,55,61.129047
-522.844944,52,62.01601
-500.728736,40,62.47017
-636.655994,43,63.012055
-508.362548,52,63.741597
-632.792566,41,64.347244
-547.501621,43,64.884724
-448.681444,47,65.643139
-684.380147,37,66.14041
-550.634182,32,66.622678
-656.931205,31,67.009881
-720.448425,32,67.445833
-581.961134,41,67.993568
-713.064773,34,68.40912
-499.09074,43,68.996579
-497.992557,53,69.842887
-684.610768,41,70.510769
-524.839553,47,71.20849
-546.897356,40,71.822455
-611.576313,39,72.346963
-686.561942,54,73.207536
-553.266692,32,73.664598
-682.325727,38,74.15936
-534.868425,44,74.793163
-685.688517,54,75.480458
-510.830457,41,75.960474
-707.244717,42,76.431807
-510.319724,57,77.099356
-472.317242,52,77.628291
-525.529983,43,78.114647
-707.551242,41,78.59824
-607.326934,41,79.115473
-528.747514,35,79.5595
-574.540942,31,79.954368
-627.711525,37,80.531553
-534.338294,38,81.109359
-646.689456,33,81.593466
-506.330898,42,82.226389
-660.849328,40,82.746814
-767.163783,51,83.408754
-574.052843,42,83.993401
-579.155671,36,84.508171
-628.317468,46,85.165783
-584.545925,47,85.792875
-550.314086,40,86.35847
-743.875352,43,86.979076
-606.903597,31,87.412957
-462.109631,43,87.956866
-702.545275,44,88.571632
-549.427586,44,89.172944
-571.982249,49,89.7741
-600.037972,36,90.169741
-581.858752,34,90.546614
-713.402901,55,91.225638
-574.350255,55,92.056797
-657.024273,44,92.718116
-577.98321,32,93.133849
-685.569,32,93.512594
-712.563109,33,93.958339
-584.474951,39,94.404332
-658.306759,34,94.803904
-554.96725,32,95.17439
-685.538168,34,95.602046
-760.941866,40,96.093729
-635.925607,34,96.495402
-530.980041,45,97.089029
-637.417718,32,97.506845
-552.10656,33,97.958415
-560.107833,37,98.473396
-739.131485,34,98.869214
-656.576576,27,99.171307
-603.693827,33,99.567257
-605.147502,44,100.089569
-661.962235,34,100.462283
-475.64933,32,100.795925
-708.847198,33,101.125942
-466.855998,32,101.452532
-557.014629,35,101.82095
-572.560579,39,102.241031
-710.395626,32,102.612968
-552.536136,31,102.949563
-650.801838,32,103.267536
-661.530424,40,103.84889
-625.649024,35,104.246884
-735.42734,31,104.625852
-502.354103,41,105.179508
-538.973324,31,105.523961
-554.702565,38,105.997343
-486.503842,38,106.465339
-575.453699,48,107.082193
-588.855959,42,107.563741
-628.593217,35,107.954384
-683.692084,40,108.418803
-631.907388,39,108.95228
-499.432124,37,109.343834
-658.81536,29,109.720239
-640.191544,36,110.172385
-601.255808,36,110.58181
-519.173108,40,111.106035
-496.040796,40,111.723096
-608.730475,35,112.278271
-628.438403,37,112.822516
