#{"t_start": 1741696919.3603048, "env_id": "None"}
r,l,t
-1155.918369,99,2.668609
-992.020455,83,3.329186
-816.910029,78,3.941859
-1012.026231,39,4.307312
-836.468266,84,5.141284
-817.628179,98,6.000305
-890.824484,78,7.094395
-877.3117,55,7.795773
-924.584747,64,8.778499
-1016.685484,40,9.263445
-699.417259,32,9.689639
-775.709152,45,10.206653
-956.864026,44,10.736613
-814.945166,33,11.158893
-1055.882778,53,11.935859
-1134.227655,47,12.580993
-1076.526966,41,13.217936
-993.921186,48,13.812921
-878.200403,50,14.69982
-681.423201,76,15.626649
-822.547534,45,16.129266
-912.442438,45,16.70418
-915.771308,64,17.620699
-925.21214,47,18.312962
-852.393069,42,18.96571
-825.142115,35,19.494371
-974.280704,31,19.936551
-867.018808,34,20.45363
-861.379475,37,20.923995
-674.690847,28,21.359132
-849.191305,40,21.801358
-808.378686,36,22.194762
-749.511646,36,22.613221
-726.776869,39,23.130589
-674.052477,25,23.574235
-999.710941,44,24.281152
-1059.799418,29,24.71035
-776.840297,34,25.222832
-1021.917219,29,25.627844
-695.714638,29,25.981687
-855.094461,42,26.522581
-787.506794,37,26.916239
-838.710263,40,27.398698
-798.184959,32,27.842173
-843.493592,40,28.453051
-941.431844,45,29.092438
-837.340723,31,29.495013
-859.027275,41,30.110835
-737.915762,32,30.532161
-912.243412,36,31.016658
-996.700567,33,31.465286
-945.611834,52,32.157283
-1017.798289,47,32.830856
-701.827061,26,33.178112
-872.475555,30,33.527193
-774.992493,52,34.1014
-957.611704,34,34.490405
-963.278899,54,35.040806
-1031.917604,43,35.454666
-935.655042,32,35.782707
-911.621835,38,36.184391
-801.208736,36,36.59049
-734.439842,33,36.962501
-919.275251,33,37.376347
-817.746496,37,37.82658
-926.876259,31,38.232708
-732.781399,26,38.618056
-1146.529412,48,39.39654
-829.514871,31,39.890079
-813.578493,43,40.4017
-790.029119,52,41.045531
-957.519079,58,41.774029
-875.237269,50,42.438593
-818.160365,78,43.864113
-856.246042,37,44.42831
-697.654089,29,44.897126
-1095.580601,84,46.355553
-846.315495,33,46.751672
-749.42705,37,47.229982
-1011.675904,33,47.6162
-840.135798,43,48.123854
-951.37363,62,48.981219
-789.445784,52,49.822877
-755.553295,28,50.187397
-788.337359,30,50.646412
-894.994833,49,51.447394
-994.209139,84,52.96486
-1054.779603,55,53.781309
-867.773414,40,54.463875
-788.107736,50,55.247749
-641.245245,35,55.78695
-758.105359,34,56.184828
-1076.980811,44,56.770814
-967.419298,49,57.534516
-787.245891,47,58.323511
-871.291429,38,58.99119
-869.398087,41,59.663193
-942.873649,45,60.502761
-1060.226905,83,62.038683
-1061.917326,41,62.698588
-770.918117,34,63.186043
-991.796641,85,64.779248
-755.916639,31,65.237549
-915.523775,49,66.120253
-726.853419,51,66.873797
-678.424767,41,67.485735
-747.403684,40,68.071295
-754.454518,40,68.650123
-757.528297,41,69.324112
-920.269088,56,70.260855
-843.232736,51,74.1298
-696.355178,40,74.818037
-743.883026,46,75.573823
-803.874398,56,76.611347
-962.453108,55,77.430716
-869.742848,47,78.183323
-876.894236,60,79.170971
-757.031025,37,79.7556
-752.819343,50,80.421418
-859.50426,48,81.132138
-851.351387,34,81.636222
-821.61127,36,82.174483
-796.968432,23,82.498639
-810.600684,53,83.260126
-817.190125,37,83.698434
-714.307645,36,84.089196
-949.278055,47,84.685183
-899.117615,40,85.214871
-826.761538,84,86.634162
-723.3369,41,87.262532
-956.034628,46,88.000109
-760.6525,44,88.583583
-746.001906,32,89.01988
-823.901599,48,89.743486
-1126.932676,68,90.829699
-807.124591,61,91.77412
-895.866425,42,92.432541
-786.929931,49,93.097276
-671.045915,62,94.22493
-905.206718,50,94.965158
-971.972178,74,96.184789
-893.149196,76,97.543657
-879.785918,48,98.2818
-811.464669,45,98.895046
-662.802106,61,99.817316
