#{"t_start": 1742993823.172619, "env_id": "None"}
r,l,t
-1991.403419,44,1.938709
-989.073412,55,2.255093
-1407.267279,94,2.958291
-1108.756206,49,3.312345
-1845.036401,37,3.551026
-2051.206122,64,3.967052
-1407.052325,83,4.477905
-2035.291343,90,4.931381
-1210.143973,72,5.359258
-2048.824044,70,5.79347
-1388.545573,84,6.465364
-1448.15567,66,7.070404
-1260.881606,37,7.406023
-2001.214229,76,8.019207
-1880.138781,68,8.683736
-1366.953427,101,9.58701
-1129.174656,56,10.091388
-1938.350198,51,10.474644
-1879.152544,101,11.183422
-965.612086,87,11.806688
-1315.17213,71,12.416176
-1074.729261,55,12.941219
-1306.774877,60,13.52687
-2027.570831,102,14.259993
-994.227921,57,14.728826
-1046.68784,35,15.061933
-1824.509132,43,15.39303
-1883.489504,48,15.759802
-1342.990769,53,16.174798
-1301.990128,100,16.90096
-1822.625479,45,17.205668
-1909.498901,69,17.778378
-1253.110088,38,18.053182
-1004.020989,36,18.308576
-1889.080147,51,18.74267
-1285.397755,40,19.032724
-1976.613966,29,19.2607
-1888.466465,42,19.558634
-1848.444603,57,19.930322
-1105.417533,41,20.178217
-1997.668999,124,20.986725
-1899.533988,60,21.500798
-1079.397808,36,21.789622
-1222.800606,38,22.113193
-1083.986337,42,22.479966
-1884.316085,75,23.046615
-1130.623549,56,23.495964
-1018.906688,50,23.878088
-1984.730746,27,24.14822
-935.714009,37,24.454956
-1835.655064,53,24.897737
-1828.984977,39,25.202696
-1378.792037,89,26.018647
-1961.31327,65,26.467636
-1988.152301,35,26.721049
-1101.659913,125,27.512811
-877.923893,43,27.775512
-1930.910616,85,28.377505
-1934.869728,34,28.605613
-1336.190037,76,29.148054
-1907.695599,39,29.442616
-1100.21054,26,29.636789
-1966.325424,85,30.274061
-1169.462106,50,30.616586
-1227.711224,48,30.948765
-969.322812,37,31.215255
-1360.648026,74,31.770268
-1903.398209,30,32.068809
-1291.032369,56,32.473436
-1119.878413,78,33.014402
-1875.456787,28,33.274896
-1877.943062,32,33.608243
-1235.286328,42,33.976478
-1933.371274,53,34.39104
-1253.79319,63,34.906417
-1085.779371,40,35.195575
-988.490946,45,35.593768
-1909.678322,61,36.244244
-1889.919223,84,37.033898
-1829.512955,68,37.643325
-1921.357159,57,38.170225
-1252.659172,30,38.412188
-1426.582202,75,38.882846
-1842.423774,70,39.456758
-985.003585,200,44.122884
-1016.564677,69,44.723649
-1474.275113,171,46.22118
-434.509026,135,47.568984
-160.113859,200,49.057939
-934.156402,37,49.414771
-275.402255,200,51.350959
-985.5209,200,53.037559
-1455.577406,169,54.640762
39.56371,114,55.639186
-1338.567325,122,56.761992
-917.272438,126,57.808594
-1275.729598,92,58.63533
10.020876,200,60.361779
-934.801821,145,61.85942
-257.529514,200,63.718206
-10.465372,132,64.696949
40.638573,60,65.242576
-69.674917,86,66.090413
-1976.953648,113,67.202132
28.017993,79,67.807425
120.409074,20,67.937677
-891.001896,79,68.722478
64.142076,31,68.901722
-195.629717,101,69.776878
83.080098,58,70.291757
-834.656607,92,71.278844
-996.562523,103,72.272839
-148.487711,104,73.06325
116.568966,66,73.484057
14.686384,124,74.506834
-1342.482916,38,74.862976
-874.276246,75,75.429492
109.842993,111,76.414357
-409.6059,107,77.38831
-1135.913339,63,77.969332
-337.214113,77,78.636437
-258.140666,61,79.16453
-57.619307,69,79.757792
114.731696,30,79.958175
44.241734,65,80.566553
24.085645,27,80.7323
41.087342,50,81.132862
-983.645649,98,81.941164
-156.035951,69,82.557302
-335.04361,76,83.394198
-895.613396,41,83.792958
112.464215,26,83.967297
118.561865,34,84.189323
177.62653,42,84.494214
65.734042,84,85.043341
53.016371,107,85.862533
109.320223,96,86.608109
-125.528693,60,89.536788
85.607442,71,90.066424
-26.237364,76,90.624976
151.066876,40,90.932518
-363.019943,38,91.292879
74.022256,45,91.626833
70.238042,30,91.838361
-53.440064,46,92.212989
20.46371,52,92.661363
-941.324179,75,93.299421
178.171177,37,93.617595
96.103818,46,94.036466
128.683218,53,94.491574
139.492226,73,95.180443
-860.400897,31,95.491648
130.661214,73,96.14014
81.31582,65,96.670572
51.444138,61,97.224328
78.302679,45,97.609946
-13.063267,37,97.98622
-27.409689,61,98.560555
-98.883506,62,99.092099
114.547614,33,99.377584
128.880288,47,99.732032
-97.426716,53,100.180683
94.381702,23,100.371977
-26.081784,55,100.945816
133.167957,80,101.536865
143.487304,31,101.74037
103.249927,30,101.947652
135.122906,35,102.185369
100.703559,37,102.464038
-23.872942,53,102.855786
175.654767,37,103.101982
123.479887,77,103.598727
39.244145,60,104.081723
55.7764,57,104.616793
107.983905,27,104.833061
114.619209,36,105.136005
156.603467,30,105.377238
161.961196,37,105.714084
96.033956,29,105.942069
58.508755,44,106.322881
21.031413,29,106.498734
95.945694,45,106.818217
79.085367,34,107.070292
134.739022,42,107.354389
108.348088,33,107.607721
213.696311,78,108.098913
141.853074,58,108.52522
-25.381979,36,108.840509
83.346029,22,108.965983
112.026689,52,109.393538
51.581956,34,109.724353
-927.561962,48,110.170356
51.590537,49,110.596422
-334.669372,39,110.978988
-1910.4399,30,111.283279
159.789418,23,111.49457
156.647231,40,111.828565
166.568475,34,112.110906
161.374137,54,112.55604
134.152073,21,112.702949
-80.436101,57,113.255091
84.525565,58,113.71482
139.689647,49,114.146215
-957.934788,67,114.780048
135.755847,40,115.12301
139.655116,59,115.66998
-0.84185,36,116.02061
64.783886,38,116.42729
84.80011,51,116.883101
-104.408432,53,117.349169
151.439467,30,117.568967
-29.398819,61,118.109733
83.978539,48,118.554823
103.106048,38,118.836848
29.748453,58,119.316499
195.435233,37,119.61573
123.85459,28,119.860738
125.388344,22,120.060221
25.689276,49,120.54642
14.714998,40,120.930357
-360.716977,54,121.51577
-259.637014,52,122.041409
25.798246,37,122.404752
-53.083053,32,122.741528
95.902182,28,123.011309
70.288439,36,123.316828
84.308067,59,123.856149
74.964251,19,124.021044
55.081722,69,124.608428
-256.170237,37,124.972822
86.13097,59,125.490466
142.502887,27,125.71632
132.57046,40,126.046337
112.10514,76,126.683144
-918.396426,65,127.410817
132.614937,54,127.834051
82.701416,48,128.302768
82.678619,39,128.649574
140.275531,43,129.019526
135.149969,41,129.357241
-21.984961,36,129.684374
122.123,23,129.865786
135.613485,45,130.271405
-3.790903,53,130.764558
22.787629,34,131.091584
-71.311884,32,131.427142
56.688569,55,131.930783
99.156263,42,135.474858
16.994348,72,136.057936
148.20005,42,136.378018
221.913038,62,136.829519
158.565174,36,137.143312
86.369434,31,137.430245
177.62653,46,137.796248
134.131873,28,138.024628
-23.607792,32,138.357526
35.257145,44,138.845292
83.325865,68,139.493031
167.806424,39,139.826144
111.789073,47,140.274339
66.772071,33,140.613618
97.475264,21,140.818292
-69.68466,40,141.251155
113.066269,36,141.674813
113.927469,35,142.04034
109.250637,45,142.49477
170.003992,25,142.722473
126.949082,43,143.104555
167.805656,32,143.407415
125.535399,31,143.698992
156.603467,34,144.035336
-303.473609,71,144.798443
201.730846,40,145.157027
125.507775,40,145.572399
134.131873,33,145.886141
149.225222,50,146.468854
-23.714699,60,147.119733
154.538749,66,147.909603
128.502022,18,148.081511
51.527382,29,148.418893
-23.537898,52,148.947586
112.026097,54,149.428993
144.09256,46,149.925663
122.123,23,150.10997
82.972036,41,150.481058
128.904025,33,150.770965
149.314526,41,151.12913
51.651012,53,151.681011
139.113228,41,152.110487
179.470399,35,152.487916
95.103855,34,152.799333
151.5963,31,153.064552
166.568475,46,153.49892
86.297892,39,153.881596
3.647126,48,154.328569
120.570475,28,154.564089
206.970928,47,154.931201
134.152073,22,155.097145
138.929589,50,155.558852
63.071016,46,156.045007
209.227425,43,156.436899
66.891632,38,156.835445
158.565879,36,157.179014
78.440741,40,157.579694
92.359053,44,158.020674
138.878859,46,158.489533
140.949391,33,158.791288
216.892353,63,159.293658
160.209446,29,159.532294
216.892816,49,159.910533
149.846736,29,160.134512
166.63931,33,160.42888
168.578968,30,160.674849
77.740374,50,161.117198
80.762687,36,161.465216
-20.052866,64,162.101549
159.790447,23,162.325501
168.578966,36,162.668387
86.368842,37,163.062395
-104.435268,32,163.4472
169.382445,37,163.847678
156.42622,38,164.200667
149.648397,36,164.471847
78.75641,17,164.601585
99.430204,28,164.847304
128.763593,41,165.214866
-96.968581,36,165.588377
140.949389,36,165.990075
113.070978,48,166.56086
124.813915,41,167.014517
120.688966,51,167.610857
210.475609,50,168.199545
-1.823825,35,168.599856
97.948623,35,168.96271
107.913629,30,169.271047
151.5963,27,169.511229
136.780599,31,169.794363
-285.294272,49,170.305161
-261.594299,39,170.732327
180.93697,42,171.141812
128.904025,42,171.490858
134.742122,43,171.913277
106.139664,37,172.310416
180.237879,42,172.691999
41.100198,37,173.118237
66.605626,52,173.663637
134.152073,22,173.84698
105.020722,37,174.253304
150.415389,29,174.520425
73.653358,19,174.667633
20.731522,27,174.93101
-249.198601,68,175.550476
73.655503,29,175.758754
160.209273,38,176.079056
137.166422,55,176.590514
99.430204,26,176.873446
126.949085,23,177.077841
-313.834545,53,177.669634
109.466568,28,177.999076
155.294288,29,178.249695
-879.414472,61,178.880731
179.224906,34,179.161688
82.896864,20,179.297866
119.751401,63,179.844288
140.67503,32,180.095166
189.263239,55,180.527274
-857.756956,61,181.05041
191.235271,39,181.36458
-53.010788,35,181.706019
109.179802,41,182.072462
186.103183,47,182.490656
-73.155195,56,183.018628
142.049403,35,186.380494
91.096654,19,186.523359
139.106078,38,186.809077
-73.225644,41,187.165888
157.97491,25,187.344983
166.63931,37,187.653212
79.019968,41,188.00342
122.122479,18,188.155409
97.948623,27,188.41302
146.599772,45,188.801317
128.501089,20,188.970269
128.501089,25,189.159
189.263797,36,189.44087
35.32622,36,189.774011
109.782238,22,189.945345
109.308523,40,190.320355
118.72526,26,190.65738
96.66811,48,191.176709
97.452893,28,191.413344
81.917311,42,191.801275
126.949085,27,192.038281
-857.838777,52,192.64694
-133.837855,34,193.050556
9.59811,29,193.346219
127.130579,35,193.666914
37.299473,45,194.102329
128.76313,27,194.343241
59.076646,42,194.763874
149.99573,32,195.102959
118.726231,36,195.434365
109.944271,52,195.923394
166.63931,42,196.273335
-157.535461,48,196.743899
86.297892,48,197.156022
213.696311,56,197.652938
138.652689,36,198.017482
128.403841,46,198.453988
189.702695,47,198.948597
107.91307,35,199.299692
122.787629,29,199.584373
-224.440195,61,200.226089
51.350582,41,200.674616
193.463121,32,200.988063
-73.226578,42,201.431539
69.984682,38,201.815609
95.825866,43,202.224892
130.183977,35,202.545876
134.935797,45,202.940684
148.200052,30,203.199996
28.364332,13,203.295828
120.570063,33,203.569979
171.903376,37,203.954855
81.622081,42,204.344072
128.8546,35,204.669993
151.5963,31,204.909267
170.060063,51,205.386732
113.927469,43,205.801753
154.880417,37,206.184245
35.374654,40,206.632547
57.812062,24,206.843028
40.6945,42,207.214854
52.314919,13,207.325843
104.557158,33,207.583125
78.439251,27,207.832261
-20.52594,56,208.292081
86.988872,39,208.604831
103.106048,32,208.860141
97.846412,39,209.255041
142.501395,31,209.507563
139.585013,34,209.817617
106.068828,33,210.136478
97.948621,29,210.408427
68.475733,31,210.689019
73.654572,17,210.828994
138.333536,35,211.162288
138.331835,29,211.445852
126.366143,33,211.747207
189.845882,48,212.197167
78.510086,35,212.531887
73.653358,14,212.649589
140.949949,29,212.874159
149.99573,34,213.133159
156.394101,36,213.425485
168.346528,35,213.698089
191.235098,53,214.123947
157.97491,37,214.422703
132.580252,27,214.660098
73.653358,16,214.795672
159.79091,33,215.129061
135.54265,41,215.532874
139.010291,36,215.8812
212.943031,36,216.277317
118.726192,20,216.472039
-906.972564,46,217.021447
172.257027,28,217.300904
73.653358,25,217.51845
104.680397,16,217.663482
55.841124,42,218.083975
183.285496,61,218.655573
154.761787,36,218.996803
122.123,20,219.160449
165.962345,38,219.489057
162.437931,45,219.904971
97.948623,26,220.153598
109.782238,21,220.337237
196.255493,62,220.872885
162.261051,39,221.244826
-293.038953,40,221.690322
163.9893,45,222.112884
136.780599,41,222.512734
100.201947,26,222.760863
192.694593,43,223.137097
205.127654,53,223.627795
215.249477,50,224.026744
109.782238,20,224.171405
156.603467,35,224.460032
52.320204,15,224.566631
116.771864,38,224.888192
184.333221,32,225.230372
73.653358,20,225.403914
