episode,total_reward,length,termination_reason,final_element_count,final_resource_usage,refine_count,coarsen_count,no_change_count,refine_pct,coarsen_pct,no_change_pct,refinement_mode,refinement_level,refinement_probability,initial_elements,initial_resource_usage,element_growth_ratio
39,381.8051699735224,117,Budget exceeded (pre-action),0,0,41,51,25,0.3504273504273504,0.4358974358974359,0.21367521367521367,,,,,,
40,-983.4279471956872,44,Budget exceeded (pre-action),0,0,15,22,7,0.3409090909090909,0.5,0.1590909090909091,,,,,,
41,-714.8847239681054,82,Budget exceeded (pre-action),0,0,27,32,23,0.32926829268292684,0.3902439024390244,0.2804878048780488,,,,,,
42,-995.0566000175895,51,Budget exceeded (post-adapt),0,0,19,20,12,0.37254901960784315,0.39215686274509803,0.23529411764705882,,,,,,
43,-1070.2193339450314,101,Budget exceeded (pre-action),0,0,22,50,29,0.21782178217821782,0.49504950495049505,0.2871287128712871,,,,,,
44,-22.210312064708887,183,Budget exceeded (post-adapt),0,0,58,90,35,0.31693989071038253,0.4918032786885246,0.1912568306010929,,,,,,
45,1071.229924577981,200,Maximum episode steps reached,0,0,43,114,43,0.215,0.57,0.215,,,,,,
46,-435.24205751127465,139,Budget exceeded (pre-action),0,0,31,88,20,0.22302158273381295,0.6330935251798561,0.14388489208633093,,,,,,
47,1152.441953928831,200,Maximum episode steps reached,0,0,53,107,40,0.265,0.535,0.2,,,,,,
48,-690.7883873206265,113,Budget exceeded (pre-action),0,0,32,59,22,0.2831858407079646,0.5221238938053098,0.19469026548672566,,,,,,
49,-133.8524160893794,97,Budget exceeded (post-adapt),0,0,30,49,18,0.30927835051546393,0.5051546391752577,0.18556701030927836,,,,,,
50,-1677.3713920359023,52,Budget exceeded (pre-action),0,0,21,23,8,0.40384615384615385,0.4423076923076923,0.15384615384615385,,,,,,
51,-1736.2539011188783,70,Budget exceeded (post-adapt),0,0,20,33,17,0.2857142857142857,0.4714285714285714,0.24285714285714285,,,,,,
